symbol,GSM368661,GSM368662,GSM368664,GSM368665,GSM368666,GSM368667,GSM368668,GSM368670,GSM368671,GSM368673,GSM368674,GSM368675,GSM368677,GSM368678,GSM368679,GSM368680,GSM368681,GSM368682,GSM368683,GSM368685,GSM368689,GSM368690,GSM368691,GSM368692,GSM368693,GSM368694,GSM368695,GSM368696,GSM368697,GSM368698,GSM368699,GSM368700,GSM368701,GSM368703,GSM368704,GSM368705,GSM368706,GSM368707,GSM368708,GSM368709,GSM368710,GSM368711,GSM368713,GSM368714,GSM368715,GSM368716,GSM368717,GSM368719,GSM368720,GSM368721,GSM368722,GSM368723,GSM368724,GSM368725,GSM368726,GSM368727,GSM368728,GSM368729,GSM368730,GSM368731,GSM368732,GSM368734,GSM368735,GSM368736,GSM368737,GSM368738,GSM368739,GSM368740
VPS72,10.37995213,10.01642119,10.45758313,10.76934472,10.25399791,10.05531912,9.841472793,10.53677147,10.3056372,10.17908161,9.74605162,10.5991217,10.08321015,9.903938619,10.68534528,10.25844584,10.58544286,10.30422574,10.45042812,10.82290646,10.34197946,9.469987519,10.07832103,10.2121099,10.23275036,9.967922987,10.27592631,10.33113956,9.821100779,10.87126554,10.00098636,10.08213945,9.831298984,9.901867367,9.514762042,9.763106121,9.269174872,10.91667455,10.48636,10.06244543,11.84245339,9.629318903,10.65130255,10.36553355,10.15566924,10.11124218,10.91233121,10.20422187,10.41235743,10.79059984,10.49163318,10.14345615,10.41498439,10.32238766,10.44841446,9.513025069,10.24802719,9.571691454,10.00619056,10.55704459,10.99180288,9.853463816,10.55922027,9.960407118,9.863960466,10.90020193,10.35163034,9.857573285
VPS8,8.803441961,8.575591714,9.250605112,8.859224049,8.652266103,8.762985936,9.148304445,8.950650557,9.527430693,8.802618088,8.740022633,10.43264636,8.888215128,9.127039746,9.065637466,9.068059852,9.348912412,8.567946689,8.959244504,9.381897202,8.192938838,9.036760049,8.957400878,9.039717409,10.45985281,8.590774552,8.483080165,9.022588671,9.529099274,8.629764304,8.881876848,9.710980857,9.482418209,8.681705815,9.256207502,8.843987557,8.231576667,9.012791724,8.955812732,9.712336083,9.778682861,8.777308114,8.604077085,8.861911831,8.769114871,9.61647353,9.118379281,8.359618237,8.668768398,8.560733933,8.830837963,9.016738729,8.837167525,9.012726747,9.770887752,8.790051783,8.351263595,8.899837263,9.276791441,8.885107968,8.834451055,10.28464455,9.203453029,8.811526779,8.293716612,9.471330423,9.147829051,9.093297695
VPS9D1,5.711777569,7.251989169,2.727725135,4.21132501,6.890625532,6.253800931,5.839553548,6.986555202,7.170309805,7.666282517,5.720004618,7.34442363,6.973154975,7.321408529,7.160965098,6.016360268,6.547044287,6.443010458,7.392764396,7.085986308,6.809183749,7.207342593,7.291653901,7.064782896,7.729406457,7.744111086,7.371169108,7.317434075,5.894690628,6.553537331,7.808265932,6.651661392,8.032978256,6.855279564,7.254289422,7.898082238,7.806523412,7.950357481,7.121334346,7.54121419,6.906061977,6.594414859,7.230540851,7.241807484,7.302419757,7.703887886,6.664143135,7.608849032,7.276652037,6.727515657,6.846837551,7.662382014,7.526082836,8.554108124,7.006438508,7.692918588,6.560435273,8.253370349,6.972238807,6.789974402,7.174485501,6.854794008,7.550382793,7.305061323,5.773562536,7.878860535,7.843571465,8.230301946
VRK1,8.842301646,9.633873566,8.843181149,9.25523534,9.27627346,7.861600649,8.328233479,8.705372943,9.058818759,8.16252291,9.015369809,10.02170237,9.843416512,9.165164573,9.437126595,8.778587607,8.251792456,8.812698792,8.313305134,9.943505701,9.595692164,9.018222741,8.050527113,8.278136599,9.099480738,9.197262555,8.582832325,9.001200858,9.077384102,8.759887596,9.619203789,8.371383568,9.017634073,8.825781879,7.878714471,8.434835628,8.253562831,8.163503995,7.780301785,9.123426196,9.277447899,8.785426112,7.520938324,7.746703219,9.148009642,8.450058678,8.565473564,8.248870372,8.740996594,9.416422101,8.68944647,8.342588585,8.927561283,9.418516489,9.429675165,8.989360426,9.622326851,8.702936268,9.097485183,8.929921474,8.715115455,9.014673373,7.414465388,8.462814855,6.845964842,8.563455316,8.907947462,7.76184976
VRK2,9.300457037,8.950107191,9.263281427,9.144469366,9.176030697,8.859999345,8.910918574,9.328087264,9.263041126,8.55971225,9.256456427,9.20244653,9.345240098,9.483547321,9.106803959,9.244186011,8.856633538,8.57263656,9.239892625,9.004371784,8.985930698,9.965919625,9.503070496,9.468487955,8.837192453,9.127959143,8.805833969,9.359672628,10.10279056,8.762811055,9.670745241,8.765188474,8.451671515,9.556886828,9.050914417,8.644315323,8.996893459,8.222296801,8.961826223,8.249227062,9.222092249,8.150283356,9.551062055,8.422934298,8.918984539,9.245922195,8.700334566,9.4167615,9.075517914,9.142978576,9.495543205,9.207142919,9.012591254,9.486735798,8.515129834,8.222684074,8.219526537,8.854171999,8.896089398,8.878450086,8.653547191,8.410313434,9.506522466,9.223998756,9.975880037,8.986491942,9.103471896,9.216039289
VRK3,9.514853169,9.400586495,9.795039777,9.391267278,9.485643969,8.684264248,8.720314906,9.185522147,9.153234169,9.110782113,9.448162189,9.247163644,8.637551142,9.377578955,10.03973462,7.965267768,9.10657247,9.104989063,8.958547373,8.888354523,4.849775239,8.532576961,9.411438686,8.804732624,8.565292032,9.353255611,9.017718966,8.230393854,9.518161093,9.625347008,9.603030087,8.861314637,9.416516807,7.96471105,8.974738184,9.129308067,9.662322803,8.477007368,9.249056375,8.833298745,8.938055541,8.787752358,8.994318072,9.69891964,9.373898908,8.997556078,9.892651069,9.468780051,9.241632523,8.504863458,9.788153295,9.481313832,8.751050181,9.754400483,9.605771941,8.38150205,9.418568388,8.278644705,8.89194677,8.237130326,8.402435722,9.350440832,9.813549113,9.051778639,7.09671138,9.303856117,9.416533167,9.195613117
VRTN,7.382451648,5.789286426,6.9480793,5.420463506,4.782016838,6.04310693,6.278771421,4.163279346,6.758091195,2.8577596,6.429158869,5.367401506,6.722906868,6.497533052,5.799635194,6.656876083,6.519920915,3.10963291,7.064299379,6.532598188,6.37343561,5.116911735,6.617331279,5.703077763,5.741766944,6.444888882,7.089593655,6.018496744,7.559342617,6.444330169,5.236294819,4.398199632,4.19935812,3.37804486,3.957985808,5.413275838,5.873675723,5.554002423,4.508036394,7.172537243,7.242829886,4.125739872,7.235423118,7.593445654,7.711518945,4.593961224,6.038456659,4.556278849,7.703076112,6.920616796,5.19328865,7.105726979,5.990449408,4.21638997,4.823001596,7.480364464,7.701563692,6.736442088,7.358756476,6.991507322,7.303752713,3.600027372,4.438578743,6.345025655,6.275615329,6.441175142,3.930985641,6.691736814
VSIG4,9.427559115,10.82572733,7.999305662,10.05245257,9.308760687,8.938945719,9.105721295,10.23869914,9.284023243,8.6815672,9.408796094,7.74791986,8.77518078,10.12924122,8.15657429,9.087829982,8.879678436,8.970413045,9.824997486,8.35694077,7.975653878,9.400421121,8.799963788,9.41156113,9.41299952,9.727335708,9.115267878,10.62266644,8.452039754,8.36618474,10.27327958,9.533093151,8.235777523,9.356624512,11.87774775,9.873183927,11.28309295,9.956894583,8.930130931,8.642202412,9.308816396,8.582841148,9.205943106,9.017261663,9.493508218,7.519827357,10.51340059,9.974960772,8.092079142,9.00080418,8.462133611,10.37834611,10.93069674,8.904694167,9.246602308,9.682409503,10.14978943,8.834839283,10.15888417,9.707843822,9.215228598,8.461873677,8.575368744,10.30312069,9.658159818,8.86537961,9.922618578,10.03276639
VSNL1,9.146116869,8.724648991,8.300977575,8.587251504,8.482225281,9.509017992,9.668350028,9.108846423,8.184262017,8.571635895,8.70132425,8.438110791,9.876837923,8.475516599,8.136489229,8.752026517,8.616427886,8.650693299,9.598939989,8.76948513,9.455890904,9.214441996,8.203867737,9.045144978,8.286432796,9.229590595,8.446184742,8.127094518,8.500890012,8.811073169,7.79692687,7.589854448,7.6857663,7.860356406,7.946465043,8.581524362,8.92045175,9.204344418,9.077299586,8.816917202,8.711748083,7.267672013,8.702449721,8.157886411,8.185827994,8.19703918,8.158049929,8.820829296,8.398227623,8.099134748,9.15937265,8.633589822,7.111482711,8.266435449,7.663808844,8.859207316,8.74350689,8.758212116,8.598919047,9.861739237,8.017229127,7.568942442,8.35568344,9.20630279,8.453421457,8.432734351,7.693719965,9.269245993
VSTM4,2.907691703,4.006985793,2.841401407,4.226621774,7.002050129,3.275317412,5.550796121,4.287813574,3.25289701,8.726879501,4.968980764,3.275286433,3.028158723,3.054269364,4.035657347,4.219136939,3.049942121,7.893613653,6.312081189,6.654515641,6.874932813,7.000983474,2.340583865,3.657339321,4.838140895,2.979039175,3.147926435,4.921303774,3.49204952,5.940924635,4.218502345,3.067301246,3.777669762,3.743759232,3.686863119,5.219077198,3.377422026,6.756715548,3.343277515,5.501183505,3.548065531,3.405516271,6.821720135,3.223518344,3.510077678,4.994756371,3.807409888,5.686899888,3.263731001,3.114319836,7.394140911,2.777847109,4.092052539,3.56350993,6.321874662,4.961177563,2.908121955,4.62582297,6.869416551,3.285727917,2.960039433,2.951633943,3.721952689,8.696601862,5.88589209,4.392084131,5.23992013,4.924923878
VSX1,3.56172575,4.392470812,2.973310263,3.900667782,2.930539317,2.855526019,3.753829103,4.368074978,4.157344616,2.644063028,3.784528151,3.577539094,2.633454507,2.244092317,3.571929977,3.378267592,3.577455957,2.657034081,3.742409091,4.183159829,3.399828655,5.25202618,3.907013948,2.654201128,3.686307374,3.829247758,2.541523286,4.697643229,5.168561141,2.898117455,2.473492232,4.145169856,4.46561331,3.018255684,4.06694489,4.261992468,4.626179037,4.259856902,3.206584662,3.543930657,3.730894255,2.703183124,4.012404706,3.993287801,4.207209611,3.874176861,6.795955937,5.193740098,4.575918412,4.206895293,4.61241876,3.246197793,3.058898771,3.941819278,4.638409312,2.763229304,4.189109634,3.702049336,3.788140161,4.528547375,3.177675084,4.376847437,3.700549788,4.935056369,5.862472058,2.972188138,2.671895672,3.405736767
VTCN1,11.66448156,10.61740377,10.70226888,10.59066742,9.650154174,10.28834065,10.21609682,8.880439545,10.97952348,7.668407085,9.470118913,8.613476144,8.70795848,8.537572602,11.27835749,11.17218003,8.144854017,8.588070478,8.783794206,8.485735321,9.85682044,10.27329572,10.03157145,11.29595149,5.732846405,8.080600587,8.279772359,10.08179231,12.5769292,7.148969922,10.27030532,11.97010935,10.61654976,10.94343156,6.039223008,7.450212819,7.302959794,9.737314761,8.987375983,9.446538963,9.926522348,8.302554834,11.33363972,8.861427636,9.868570066,8.518760538,7.6980592,8.637698399,9.019598984,6.383710885,8.570398833,9.678014014,8.922113119,11.96703087,10.96414431,5.363639718,12.07675945,8.402380519,9.543707555,9.13934737,7.890484967,10.36498862,8.95789289,11.42907626,10.81055141,8.313980885,9.745568831,6.492675045
VTI1B,9.816812605,10.71478182,11.19397193,10.30113675,11.47971025,11.56162776,11.33409636,11.10038206,10.75106164,10.96446886,10.85802051,10.61361641,10.78653869,10.86995207,10.74906919,10.53794324,10.84157671,10.43659645,11.8557643,11.64842197,11.18984737,11.18851424,10.26974798,10.66093378,10.80976057,10.71020486,10.9208285,11.0111726,9.799945413,11.09675774,10.91362986,10.59562501,10.71705609,10.06981926,10.98011986,10.90623152,11.42596591,10.63369908,11.02833895,11.39588018,10.75174845,11.10741427,10.31070267,10.60271061,10.85685086,10.93812179,11.13511835,11.04586364,11.16855433,11.8593604,10.75458666,10.71780088,10.38294997,10.83113872,11.03170736,10.60102185,10.44158378,10.37949014,10.79686931,10.97028077,11.69726864,10.89962393,10.80497818,11.06376281,10.64341146,10.30753608,10.39303875,11.28928791
VWA1,9.29943667,7.320647322,8.113901999,9.045627414,7.910534879,8.058509105,7.462694952,8.504199841,9.76412488,5.637223316,7.091313965,7.993096355,8.991658721,7.625052197,7.631158624,9.614761604,9.070115825,9.216382672,9.942501681,9.323694949,10.11228054,10.01557501,10.63160449,8.916665624,8.10596851,7.949034634,8.662353083,9.568243415,9.211940057,4.807892305,8.910828261,8.931584642,10.33425705,9.493292255,8.221220286,6.091588601,9.705185297,8.02547988,9.33557744,9.024698404,10.89328092,9.963695271,8.022216975,8.442951382,9.393368585,8.791744668,6.656849767,8.626090818,8.980733155,8.360630372,8.18912495,8.581045221,8.145788978,10.24355686,8.328218684,6.771772562,10.02907942,8.691831694,9.637234477,8.765927038,9.141596349,6.958342617,8.971618876,8.68370308,8.981281855,9.124691805,9.253800788,8.876174628
VWA5A,9.339528134,8.236455859,8.442175895,8.995888372,8.43848631,9.17077638,8.798323509,8.640235376,9.450295192,9.289511415,9.41931714,8.157733104,8.616410993,8.872346007,9.411041785,9.329211002,9.17496902,8.818153723,9.189891593,9.427826987,9.84841436,9.423999669,9.87177478,9.014216448,8.631762057,8.577124273,9.4791822,9.354470052,9.590371871,8.288637313,9.366424124,10.10404997,8.646276408,9.082108111,8.905366584,9.325009757,9.841675,10.33404826,9.005455759,9.410833151,7.601190222,9.244575535,10.1355785,9.209213096,9.214700822,9.071120488,8.894774452,9.328664408,8.19849676,7.988512421,8.835582078,9.091720837,9.232442703,7.300557314,7.980604132,8.969843061,8.809819589,9.634927903,9.233521598,8.022805808,8.397487845,7.16303423,8.415958159,9.535245761,7.968211231,8.818084713,8.313409536,10.02892441
VWA7,4.40558091,5.741931475,6.422950503,4.501411132,3.890097482,4.975340089,6.144674873,7.020282406,4.793676311,4.412193719,4.472909806,5.963239388,6.975391235,4.469874106,4.276743683,5.226084681,5.101647228,5.819908445,6.545054078,6.161037419,4.938255079,5.125668033,4.0156887,6.84786154,5.245573695,4.239559685,5.172243388,6.224983847,4.52097231,4.650101669,3.613670554,4.072254355,3.858730095,4.129552359,5.643862999,4.588382318,4.171410925,4.959068073,5.574119283,4.011288918,4.309799772,5.675109995,7.469656456,3.887595367,5.530114761,4.510783815,4.688922741,5.860436625,5.084910478,4.657481552,5.638976811,5.354066785,4.51835634,5.312102317,4.397351191,4.490800845,4.401198921,5.345405909,4.725668447,6.57688127,6.397392859,3.922601523,5.213074511,7.134918034,6.250671709,4.67674995,5.344362813,5.284261245
VWA8,10.3971741,9.703008036,9.86445427,8.06009432,9.634373035,9.659299586,9.591898799,9.430082422,9.058244221,9.711024538,9.887396705,9.853503498,9.622964242,9.141255091,9.645335193,9.473192513,9.272049671,9.109322367,9.528894247,9.414124926,9.877629438,9.480437073,9.610732634,9.268266677,9.040154676,9.826775313,9.491110876,9.520466336,9.276195475,9.235838916,9.300619697,9.770133227,9.193950819,8.848578499,9.640879332,9.320572961,9.202596132,9.3092006,9.070059814,8.805372261,9.226877623,9.040445875,9.319469564,9.726426289,9.703730373,9.967102393,8.790233666,9.807085083,8.863675704,8.721573035,8.112407823,8.550072219,8.917939826,9.07517124,8.969009764,8.94466121,9.288966146,9.602386627,8.787007326,9.107188325,8.505839965,8.715063938,9.595986114,9.536111039,9.281997979,9.645677275,8.665105129,10.01481002
VWA9,9.534976576,9.290362619,9.595074977,9.119946038,9.165283347,9.157934881,8.995840898,8.83114759,9.658861877,8.779625134,9.247436131,10.0514941,8.971456527,9.270039914,9.053949246,9.735437184,9.352025757,8.968246078,9.214584532,8.815931869,8.947243277,9.244684801,9.670410828,9.308247023,9.197648616,8.7927872,9.163395262,9.27602326,9.111910336,9.434387852,9.523667029,9.253306302,9.364044414,9.525950675,8.918655627,8.821865052,8.988152247,8.891886204,8.856579683,8.470352785,8.864614963,9.412255658,9.339771454,8.944830354,9.018960466,9.62011989,10.04138675,9.263512366,8.577451573,9.639249562,9.400249181,8.809482335,8.320463959,8.542331835,8.894275114,9.890342065,9.357918833,9.039121028,9.290204718,8.811719413,9.588679063,8.739292821,8.403447176,9.107459287,9.046308487,9.52556866,9.604072623,8.411600624
VWF,9.968350411,10.05855795,9.761708963,9.455661774,10.41228339,9.623861656,8.797191798,9.730174435,9.41995103,11.04118849,10.15087982,9.922517989,8.88061148,9.868825549,9.439681782,10.08152035,8.589595059,10.09626827,9.28921845,9.487623497,10.15101321,9.934942929,9.81889097,10.5589226,9.724916685,10.45042914,10.3781778,9.597986958,9.482868523,10.24736594,10.83777938,10.75313444,10.31962167,9.732962138,11.12235811,11.06893148,9.875511733,9.396190078,9.362498551,9.295902503,9.716030495,9.535475177,9.913390072,10.16291745,10.02588215,8.621230574,9.853159812,10.85282075,9.074791237,8.153625944,9.015609441,9.280885201,8.948941669,9.443497538,9.689475791,9.663493941,8.570411827,10.41702735,10.09219674,9.73919126,8.781947986,9.46541138,9.892329236,10.96215406,9.750314027,10.20108298,9.019583169,9.72466059
WAC,10.67242829,10.37201508,10.74013313,10.65297372,10.75888067,10.60834573,10.53295859,10.70043656,10.75015648,10.68285449,10.88628943,10.23321436,10.5127586,10.80397676,10.0765576,11.01769275,10.76499575,10.49449747,10.91501548,10.88101427,10.9488553,10.18741297,10.88900727,10.86022037,11.10349074,10.77181514,10.5842233,10.35731832,11.03261594,10.88800341,10.45017289,10.98450929,10.66482533,10.45943706,10.60631659,11.08946127,10.32645721,10.32797332,10.93798899,10.49867106,10.95971817,10.57271984,10.71498588,10.65207965,10.23367568,10.86986082,10.15005518,10.67728685,10.98429683,10.39049025,10.67833935,11.01854704,10.95044593,10.46296086,11.16619802,10.42759616,10.87699279,10.74843935,10.8283319,10.37861621,11.1565753,11.17953962,10.96262052,11.26442184,10.17357008,10.94820121,11.07951743,10.63261602
WAPL,8.93863626,9.757643378,9.557101126,9.783511527,9.767954162,8.737892509,8.826025838,9.508739062,9.464196501,9.75280729,9.283335625,10.20064744,8.297884255,9.537380525,9.892883632,9.744671066,9.917868916,10.18674743,8.283170994,8.883219698,9.663185244,9.075940453,10.05532257,9.418706956,9.792439906,9.529713013,10.024215,9.336808495,9.63418579,9.626419961,9.259929868,9.800666943,8.526493831,9.539296258,9.677566632,10.03799686,8.656335181,8.859007635,9.509401319,8.738235903,9.137802848,9.476288951,8.371256202,10.04545283,9.304632145,9.337071205,8.8418207,8.751035593,9.184710446,9.553522447,9.657571654,7.784392459,9.38315035,8.239095641,10.04455166,9.842198576,9.301148511,9.451615099,9.345864453,8.675899267,9.190860947,9.709013238,8.99836142,9.28542639,8.654827328,9.40584118,9.300472135,9.104576272
WARS,9.180304077,11.47700339,9.855746143,10.50236982,9.51380268,11.4919546,11.56026872,11.49182677,10.10518214,9.600894171,10.52794514,10.02598061,11.14191134,12.14445917,9.601598926,10.13001667,9.61007372,9.6320101,10.67417212,10.16629314,9.736551655,11.61319154,9.400360753,10.83445062,9.897045554,10.99768706,10.46355316,9.894123169,10.68458397,10.39817719,10.60978707,10.40932623,9.158697993,10.8077097,10.8269607,10.75198849,10.13025996,10.24803765,9.937573694,10.47459268,11.23157113,10.88505911,9.796960481,9.276872428,11.02147543,11.52056802,10.10061156,10.91883553,10.76698981,9.46039145,8.536423938,10.71912901,11.07868238,10.31146172,11.46712878,11.28909947,9.735207433,10.47335026,9.808183141,9.569646082,9.583600939,10.92869177,9.485100802,10.26098217,9.985011721,9.846725922,11.04621671,10.1367209
WARS2,7.727752399,7.828875344,9.003982492,8.277558244,8.896704058,8.092105422,7.197377894,8.118935979,8.785945064,8.857440805,7.834639348,8.863924464,8.212893615,7.734489468,8.312093876,7.710095989,8.347848547,7.947019489,8.590065398,8.332031254,8.020204919,8.336858036,8.273932165,7.925381703,8.238436877,8.492866425,8.127334498,8.476723316,8.257722473,8.889327851,7.847294479,7.829970453,7.464882317,8.614865748,7.792251619,8.022025046,7.932793658,8.434099971,8.30464383,8.092903212,8.176587923,7.824697349,8.847052611,8.713194702,7.737015256,8.417839079,8.68330533,7.074441407,8.832570599,9.053863747,8.123682954,7.79324444,8.770638236,8.110948535,8.341532716,7.82187318,8.474795109,8.071814391,8.399727593,8.246953519,8.721940472,7.903833936,8.571607425,7.912672958,8.023849599,8.124915825,7.486216522,8.032633348
WAS,9.937359674,11.46059117,8.905325031,10.6119953,8.921380339,10.71394483,10.76591428,10.33901634,9.064211093,8.834441793,11.48348327,8.970225823,9.239030519,10.60277968,8.369603824,9.710434159,9.270134185,9.694460053,9.662367251,8.723698349,8.299894534,10.00707139,9.403174917,9.582681338,8.752414054,9.983494494,10.09617059,9.971024484,9.539734608,9.13346762,10.36102788,9.792442477,8.615222113,9.697870602,10.65068254,12.17355519,10.42563537,10.80140147,10.34246038,9.458676922,9.41880352,8.657570623,9.79886138,8.866197559,9.470502426,10.05108039,10.12334263,11.12968303,8.757437779,9.008869246,8.508702581,9.900207585,10.56048282,9.520609415,10.00546465,8.932011568,9.10651586,11.69844026,9.700969527,9.268312273,8.738848723,8.842828751,9.308154141,9.66053192,9.795002889,9.009915846,10.47166377,10.03010692
WASF1,8.499805037,8.433763106,9.962242111,7.892419812,9.466715919,8.421311222,8.298552985,9.151485839,9.397138428,10.27822539,7.414342773,9.739897937,8.551028589,7.492596528,10.47652667,8.344947371,8.90717782,8.756476044,8.061701166,10.14316481,9.174482066,7.610704927,7.217920979,7.684926514,9.883431401,9.003978151,8.026449917,8.535627317,7.230283877,10.21057831,7.959353548,7.748824973,7.719396357,9.625419135,7.565830008,7.256222913,8.340365968,8.237264905,8.151895835,8.350891286,8.972775285,8.936479673,9.06933742,9.841726945,7.693425069,7.329158076,8.308432628,9.031650726,10.33285914,7.755833088,9.008186519,8.280024345,8.213085787,8.242025178,8.169182697,8.662633569,8.145846663,8.002983603,7.139931153,9.134888895,9.683668034,9.014177437,7.381281574,8.721591647,10.05962058,8.608994563,9.640472852,8.487566322
WASF2,9.303611644,8.59735406,8.965735422,8.632162069,8.869956268,9.620381394,9.435774605,9.007332357,9.347258237,9.624894429,9.250996824,9.012257387,7.365058029,8.74278937,9.183986938,8.396250546,8.483175446,9.400180941,9.30258859,7.438711707,8.972223533,9.302869492,8.394555993,9.136340722,9.062686159,8.94402619,9.305620715,9.578996246,8.24874915,8.602350636,8.442484329,8.796499603,8.768384919,8.727445462,9.452966207,10.12542266,9.604146227,9.839420709,9.807599043,9.59549106,10.35950063,8.777406478,9.301283807,9.769936205,9.178766895,9.212755941,9.880620211,9.719320632,8.418927859,8.218274468,9.349347317,8.816599981,8.520123894,9.966144843,8.905072404,9.681925801,7.156986504,8.785423538,8.600219947,8.586844081,8.72169319,9.012655973,10.02525707,10.16264123,9.301515059,9.877667665,9.865656057,9.488417759
WASF3,9.601000158,8.812685955,8.033504371,9.1953918,9.71006998,8.343257025,8.382547929,8.37126967,7.432384726,10.01141396,8.46271412,9.588510589,7.755382897,7.813171776,8.798307668,7.915457559,7.741325656,9.189872493,8.083153793,9.120493574,7.790406881,9.171499036,7.98143121,7.880513446,8.028928603,8.506233376,8.734105139,9.107847618,7.180744813,9.03542748,7.373540067,9.215628275,8.88780926,7.944500806,8.737314246,8.670523721,8.112017293,9.637247708,9.085087859,8.718988186,7.805963189,9.012849933,8.924063623,10.15650842,9.007188002,8.552450706,9.038902196,9.166299236,6.578814492,9.752782389,8.47089278,6.939662281,7.74967975,9.047208357,7.937233235,8.43470383,8.612400355,8.92472639,8.832034572,9.322116531,8.752392699,9.386206184,9.200790656,9.100127737,7.907192913,9.268531932,7.755666361,8.928719391
WASL,7.179987286,5.961775863,6.661244384,3.179077786,7.158373937,6.091583271,6.250511608,6.491536276,5.776635526,6.899770161,6.582075069,7.572984453,6.465825584,4.59724709,3.722350617,4.770882635,6.662335731,3.652961943,6.006808434,4.719984786,5.148086647,6.31294824,6.691583616,4.565121144,7.124197463,6.5726132,7.570338256,6.630690482,6.350888868,7.150893448,7.026992948,6.52950393,7.000691942,5.962666035,6.020413938,4.458247552,2.07154635,3.850405757,5.264138353,5.659498504,5.890581738,3.891827323,5.119857124,7.074513357,6.315714257,5.580952494,5.152221468,4.369808833,5.800325552,6.427346904,6.20425479,6.394614277,6.285498913,5.046757442,6.325732258,7.136274394,4.827431891,3.977266926,6.746823204,5.676486812,6.583917284,2.782636358,2.947181839,6.544863339,4.801997439,5.12679735,3.781509558,5.408315067
WBP11,9.107098887,9.909625815,10.6579209,9.728614103,10.81188212,9.880292284,9.759089267,10.38563308,10.88392755,9.898127017,9.740908938,10.85493615,9.777482113,10.21978192,9.832431405,10.34456299,10.59127692,10.6674651,9.663911213,11.16033162,9.175399103,9.969716868,10.64692909,10.27561405,10.29936161,9.794844702,10.42000292,9.480727746,8.652359309,11.06017762,9.632397031,9.194857539,10.07552537,9.884853764,9.152211676,9.580433681,9.647294544,8.618478368,10.7142675,9.688186553,10.60643825,10.59458549,10.08881965,10.1010029,9.55040655,10.45422992,10.14867447,10.13509889,10.52993097,10.8939906,10.57125255,10.02754438,10.65422853,9.974258681,10.28805674,10.2881439,9.523806656,9.719142817,10.60653314,9.343643113,10.73894595,10.61102583,10.05411929,9.628088838,9.653708529,10.08488539,9.864887361,9.460380475
WBP1L,9.764264035,9.977602714,9.348348177,10.09994865,10.25331274,10.80277749,10.84801096,9.50709825,10.29725267,10.34226544,9.788935237,9.817356955,9.900927873,9.714116064,9.794189449,9.687597363,9.773938385,10.01417626,10.56330823,9.53472649,10.52564326,9.719651991,10.05820429,9.956535845,10.40684732,10.24623069,10.44571298,10.10990421,9.392179625,9.54668659,10.36046986,10.63130199,10.35303712,9.503722689,10.73814463,9.507240126,10.16897446,9.919513612,10.56860328,9.865829511,10.44897458,9.950971789,9.922206261,10.42032988,10.29792014,10.47413901,10.30912585,10.55778954,9.541580653,9.852225816,10.21012386,9.643275954,11.18045948,9.184518402,10.32786318,9.697932278,9.928695738,10.12936295,10.28943917,9.957200527,9.919242535,9.643638764,10.42360212,10.09131613,9.845829388,10.13420329,10.05083825,10.10040635
WBP2,9.90735084,9.546769936,9.448140796,9.529950064,8.882789557,9.939429352,10.117344,9.207567289,9.544135416,9.47718507,9.668518927,9.09041409,9.378258785,9.381731604,9.412013604,9.746462613,9.87702841,9.092305022,9.599835979,8.984342203,10.08953263,9.826170166,9.492681123,9.689470025,9.196287044,9.101059606,9.577290263,9.493049889,9.222402096,8.519838069,9.108827926,9.670505899,10.01781563,9.405236325,9.122071066,9.901662165,9.313904886,9.77558595,9.061757354,9.87752921,9.905451714,9.242419608,9.339557381,9.098822756,8.744867546,9.620684671,9.719705098,8.893123191,9.000469043,8.588961796,8.800853361,9.970133557,9.15320393,9.308402136,8.714121992,8.424479226,8.695726952,9.892419004,9.196967589,9.693613227,9.095099551,8.964593402,9.372414604,9.605256198,9.373871104,9.518126499,10.13276592,9.092738154
WBP4,8.646127033,7.79794906,8.097363376,7.969753004,8.580369858,8.504035872,8.303193769,7.398131959,8.270395707,8.831420317,8.155324723,9.268428998,7.966862787,8.033358815,7.965324934,8.141905295,7.727377949,8.450387134,8.721536419,8.209057568,7.965251016,8.034702223,8.069798571,8.116807249,8.897159076,7.772917038,8.104745033,8.166201076,7.780822246,7.908259738,8.32252868,8.272391208,8.110417521,8.528568023,8.659526078,7.737158805,7.609451747,8.229718022,7.469863012,7.330302645,7.854947974,7.401087925,8.028782768,8.513311693,7.966261432,8.78461779,8.097684808,7.859739975,7.630630826,8.111922563,7.876949753,8.055686183,7.870120896,7.508548265,6.958431332,7.289267922,8.140497857,8.360430961,7.760827791,7.821021153,7.856806807,8.130460631,7.526240732,7.721948601,7.770952557,8.277238524,7.430059575,8.359096517
