symbol,GSM642933,GSM642935,GSM642936,GSM642937,GSM642938,GSM642939,GSM642940,GSM642941,GSM642943,GSM642944,GSM642945,GSM642946,GSM642947,GSM642948,GSM642949,GSM642951,GSM642953,GSM642955,GSM642956,GSM642957,GSM642958,GSM642959,GSM642960,GSM642961,GSM642964,GSM642966,GSM642967,GSM642968,GSM642969,GSM642972,GSM642973,GSM642974,GSM642976,GSM642978,GSM642979,GSM642980,GSM642981,GSM642983,GSM642984,GSM642985,GSM642987,GSM642988,GSM642989,GSM642991,GSM642992,GSM642994,GSM642996,GSM642997,GSM642998,GSM642999,GSM643000,GSM643002,GSM643006,GSM643007,GSM643008,GSM643009,GSM643010,GSM643011,GSM643012,GSM643014,GSM643015,GSM643016,GSM643017,GSM643019,GSM643020,GSM643022,GSM643024,GSM643026,GSM643027,GSM643028,GSM643029,GSM643030,GSM643031,GSM643032,GSM643033,GSM643035,GSM643036,GSM643037,GSM643038
A1BG,1.88786,1.8757,2.19155,1.93231,1.86437,1.88086,1.86321,1.85035,1.89479,1.91171,1.8464,2.12337,1.84675,1.93139,1.98697,1.84391,1.99986,2.02299,1.95574,1.88407,2.01674,1.85078,1.82332,1.91125,1.82674,1.89099,1.87266,1.87887,2.57282,1.92468,1.89503,1.90457,1.90173,1.92798,1.89514,1.90831,1.83436,1.92068,1.89064,1.91652,1.9717,1.88755,1.9042,1.9099,1.89311,1.91097,2.90389,2.23808,1.90824,1.88485,1.84071,1.99694,2.3298,1.89486,1.85224,1.93078,1.90323,1.93889,3.40785,1.93535,2.00083,1.88711,1.88829,1.777,2.00284,2.03509,1.88171,1.93369,1.9423,2.00197,1.90515,1.92285,1.8931,1.93228,1.90857,1.8791,1.88256,1.8872,1.90286
A1BG-AS1,2.43577,2.41071,2.40639,2.39438,2.36628,2.41654,2.92399,2.41292,2.42525,2.41815,2.40079,2.46686,2.38886,2.48402,2.51496,2.45308,2.30535,2.37588,2.52327,2.46065,2.5451,2.46794,2.32351,2.47239,2.44682,2.40533,2.39049,2.42344,2.43984,2.50622,2.47725,2.51709,2.47809,2.74824,2.64389,2.5123,2.42574,2.49575,2.48079,2.50856,2.44964,2.4698,2.47558,2.48082,2.48416,2.51466,2.50001,2.50042,2.44493,2.47385,2.45221,2.34947,2.86427,2.54672,2.35197,2.50696,2.40798,2.50772,2.48037,2.46401,2.4916,2.32553,2.46645,2.43003,2.51319,2.48503,2.40488,2.51069,2.5495,2.57763,2.48624,2.46523,2.50629,2.49133,2.49226,2.35923,2.47478,2.48975,2.47843
A1CF,3.01501,2.94058,3.37951,2.82687,2.96055,2.96927,3.3128,2.98253,3.01607,3.07451,3.01735,2.97819,3.0018,2.9893,3.01959,2.94127,2.84658,2.89296,2.94991,2.99349,3.02602,3.0267,3.10718,2.92161,2.99204,3.03343,3.02434,3.02578,2.90493,3.03565,3.04737,2.99202,3.08657,3.0275,3.39137,2.98837,3.50749,2.95858,3.14654,2.99892,2.9501,2.9162,3.03676,2.98949,3.19953,3.05571,3.00273,2.98978,3.04464,2.99594,2.99088,3.05583,3.00788,3.15297,3.0004,3.04851,3.03309,3.04912,3.03233,3.05226,2.93742,3.03534,2.98698,3.04204,2.94614,3.06074,2.97985,3.11903,3.03319,3.36028,3.03188,2.97133,3.15365,3.48375,2.99349,3.00626,3.11493,3.15854,3.10172
A2M,10.7301,11.0648,11.6265,10.6676,9.89843,11.8508,11.1422,10.101,10.752,12.4199,10.4036,10.9006,10.8382,11.0436,10.5025,10.8473,10.5747,11.5537,9.62419,11.1958,9.7286,9.29166,10.8073,11.6728,10.2108,10.5597,9.89736,10.2734,10.1602,10.1827,9.61898,10.4044,11.152,10.9887,11.5963,11.4762,11.1347,9.02436,10.3134,9.18317,10.3,11.2843,10.7188,11.0691,11.5798,11.5475,11.1318,10.7892,10.2614,11.0689,10.3605,10.3561,12.748,9.61193,12.7321,11.5275,10.5254,10.2312,9.57319,11.834,11.563,9.47951,10.7078,9.74326,9.29252,10.6367,11.4381,10.2554,10.3241,10.8202,10.7778,10.7813,11.326,10.8971,9.68959,11.998,11.7047,10.4577,10.3907
A2M-AS1,2.31042,5.09899,2.8287,3.02773,4.83736,3.31196,4.12439,3.69679,3.24107,3.58446,3.46759,3.50907,3.60707,4.31399,3.07604,3.45515,3.89061,4.70857,2.67457,3.0681,3.21513,3.07889,3.43915,4.82962,4.2875,3.04965,3.65722,3.57716,4.13239,6.83908,3.53143,5.94278,5.1033,4.53625,4.24569,3.52536,3.45679,2.66948,4.40889,5.48227,4.07178,4.31883,2.93613,2.45015,3.32811,5.39656,4.47519,5.091,6.17631,4.40101,3.34118,3.25524,4.34305,2.75468,3.6047,4.27172,3.54389,3.08784,3.28719,3.41888,4.33842,4.11818,4.78337,3.35694,4.28398,4.21627,4.69812,4.01118,5.20929,6.00642,3.72198,4.57686,4.95832,3.54464,2.75063,3.9076,4.21504,4.6126,2.92904
A2ML1,2.72238,2.73644,2.729,2.69504,2.62601,5.81765,2.73062,2.73341,2.73724,2.95568,2.73033,2.6632,2.69877,2.68768,2.7261,3.53292,2.60536,2.68338,2.68446,2.76117,2.77895,2.68354,4.6033,2.6723,2.73527,2.65248,4.76855,2.71092,2.71329,4.14461,4.15411,2.97553,2.77658,2.7643,2.7329,2.87761,4.26494,2.88704,2.86977,2.79863,2.70172,2.67651,5.30762,2.74324,2.75511,6.11602,2.80024,2.89547,2.72153,2.76087,2.68136,2.7393,7.44829,2.8108,2.91254,3.09961,2.88076,2.79416,2.64943,2.63088,6.12678,2.72845,2.77179,2.69361,2.79368,2.78449,2.70759,2.77504,2.78636,3.17581,2.77683,2.73591,2.96228,2.814,2.72601,2.63276,6.4183,2.94673,2.76878
A2MP1,2.30567,2.28745,2.37668,2.28536,2.31184,2.32294,2.33896,2.35973,2.31577,2.31032,2.36938,2.35697,2.29925,2.32513,2.32784,2.33532,2.34097,2.36112,2.37355,2.33802,2.42294,2.35979,2.50279,2.28882,2.34896,2.37539,2.41959,2.34144,2.34768,2.34158,2.3645,2.50975,2.38827,2.31807,2.47586,2.34809,3.28834,2.30988,2.47636,2.362,2.30583,2.31721,2.34338,2.27746,2.34899,2.34046,2.378,2.34097,2.358,2.29227,2.3011,2.48436,2.31595,2.3981,2.49857,2.318,2.39396,2.33642,2.46711,2.36643,2.3149,2.49159,2.3285,2.37598,2.31456,2.35124,2.28762,2.34578,2.32492,2.36233,2.35319,2.27927,2.41285,2.34381,2.32863,2.38816,2.31705,2.32836,2.33321
A4GALT,2.02673,2.35068,2.87966,2.47403,2.05621,2.55383,2.06657,3.89153,2.05834,2.07573,2.31999,2.04036,2.53233,2.13569,2.11215,2.05788,2.03044,2.00113,2.1185,2.16673,2.19583,2.08697,2.1544,2.05133,2.14066,1.97592,2.02695,2.03678,2.06188,2.06003,2.52849,2.04209,2.29997,2.13811,3.79209,2.22556,2.0353,2.03475,2.14603,2.02589,2.04257,2.10129,2.02466,2.16039,2.17151,2.49296,2.2091,2.08205,2.0036,2.74855,2.08126,2.2249,2.07144,2.87398,2.17331,2.11097,2.11379,2.13789,1.96871,2.01192,2.06187,2.08306,2.03677,2.02366,2.05228,2.05591,2.12784,2.05192,2.12798,2.12442,2.10534,2.11891,2.17252,2.95558,3.47962,2.37398,2.15112,2.11299,2.13339
A4GNT,2.09659,2.06688,2.14609,2.05426,2.07891,2.31621,2.09721,2.22478,2.09411,2.11244,2.41393,2.10904,2.09329,2.10435,2.08562,2.12146,2.078,2.08834,3.06218,2.10999,2.12043,2.00443,2.08054,2.02668,2.04127,2.12876,2.13635,2.12933,2.06712,2.10629,2.1045,2.11585,2.12386,2.12293,2.19741,2.10403,2.08892,2.10761,2.18339,2.12734,2.09294,2.05322,2.1725,2.10712,2.26466,2.12331,2.13345,2.09432,2.08226,2.04527,2.08683,2.1415,2.0991,2.1208,2.1069,2.09564,2.10693,2.21963,2.17227,2.10721,2.04301,2.23603,2.06739,2.0907,2.10066,2.08251,2.07266,2.1078,2.07838,2.10409,2.09904,2.05982,2.16723,2.10907,2.0816,2.05034,2.3401,2.09918,2.06942
AA06,2.27407,2.25904,2.28755,2.26267,2.50494,2.30865,2.3111,2.26792,2.50678,2.28419,2.3868,2.29447,2.29279,2.243,2.35699,2.30015,2.20916,2.284,2.2062,2.54965,2.29346,2.24392,2.41263,2.22749,2.30429,2.20883,2.40144,2.3439,2.28618,2.27049,2.30608,2.31561,2.30235,2.27736,2.24554,2.41693,2.21523,2.26095,2.40123,2.26521,2.29482,2.31967,2.29092,2.29473,2.37135,2.31698,2.50526,2.29546,2.2923,2.31692,2.28268,2.33091,2.27057,2.35611,2.36423,2.30743,2.29366,2.31401,2.37556,2.22235,2.33152,2.87896,2.26448,2.29654,2.26932,2.30053,2.26401,2.27794,2.27269,2.34633,2.28765,2.30362,2.3242,2.28253,2.28532,2.20258,2.28772,2.30106,2.30214
AAAS,6.37345,6.00612,6.34976,6.02728,7.0393,6.30359,5.77252,5.53799,6.77757,6.56862,6.14554,5.68647,6.62953,5.97278,5.32651,5.64721,4.87745,5.09733,6.07788,6.4349,5.88728,6.96087,5.67441,5.69583,5.93633,5.99268,6.53725,5.15949,5.26431,6.66171,5.85745,5.60414,5.78143,6.43195,6.1421,5.17407,6.19883,5.79905,4.56519,6.09211,6.00367,5.35906,6.11093,5.79135,5.69663,6.01545,6.33694,6.46156,5.10707,6.17778,6.17473,6.0803,5.85963,5.25585,5.548,5.96325,6.04679,5.82477,6.33087,6.30628,5.38472,6.04959,6.51233,6.33771,4.88544,4.98666,6.48887,6.99458,6.09136,6.37869,5.07749,6.41306,6.26449,5.75313,5.62035,5.80538,5.87062,6.12622,6.97409
AACS,6.83309,7.13237,7.96672,7.70471,6.26961,7.62008,7.61645,8.18172,6.26535,8.62262,7.95149,6.76329,7.37329,7.95574,7.86498,6.94485,6.72793,6.79104,7.20575,8.08957,7.47483,7.09353,8.38437,7.55942,6.85558,7.78551,7.9622,7.2991,7.40294,7.81827,8.31377,7.62703,7.01384,7.53481,6.76264,7.91009,7.52081,7.81726,8.09289,6.99322,7.72261,8.10082,8.60895,8.58503,7.1539,8.83031,7.22921,8.13733,6.34863,7.53967,8.12163,7.85757,8.00318,7.72079,6.9105,7.31503,7.23299,6.66259,6.21466,7.45611,7.08739,7.62504,7.44063,7.51112,7.72261,8.07036,7.64824,7.96805,7.96181,7.16211,6.7621,7.52706,8.44626,8.53647,7.65993,6.92349,6.96916,7.80679,7.12493
AACSP1,2.76196,2.69334,2.7619,2.69066,2.67719,2.72876,2.75885,2.69792,2.74273,2.72836,4.11055,2.71943,2.72135,2.74077,2.8291,2.75413,2.70736,2.74105,2.73781,2.74506,2.75503,2.73781,2.78922,2.67362,2.82454,2.83361,2.75333,2.8779,2.94664,2.80576,2.79772,2.77122,2.81807,2.80218,2.92028,2.89147,2.72583,2.75337,2.98892,2.78744,2.76167,2.76131,2.812,3.28751,2.84864,2.85691,2.77613,2.76261,2.78715,2.74512,2.72735,2.80262,2.70542,2.94379,2.76027,2.82167,2.74221,2.80014,2.80714,2.72821,3.15599,2.83727,2.74241,2.80235,2.74972,2.82038,2.71261,2.8131,2.80688,3.13212,2.81758,2.72589,2.91684,2.82326,2.77548,2.69584,3.04871,2.85318,2.75613
AADAC,7.88109,5.85526,2.1257,8.2282,2.51811,4.20084,4.65574,3.61617,5.51814,4.84742,2.8917,2.15597,8.03428,2.74126,2.88018,2.71842,7.01338,9.55355,5.32378,2.86976,3.10048,4.39569,2.16153,2.0712,7.23909,3.90336,4.06789,3.02383,3.66439,3.21823,3.12012,4.61468,2.29476,2.89087,2.68577,6.35106,6.12716,2.78973,3.04873,2.9219,8.87615,9.1116,5.18669,5.09019,8.82972,6.06724,5.09619,2.96918,2.1005,4.84011,2.42174,2.85824,2.5021,3.0342,4.47587,6.87185,2.74476,2.36379,8.37005,3.57992,4.18112,4.89218,3.56817,6.03432,2.88057,5.71166,3.02966,7.58019,2.0734,5.64129,5.35326,3.04081,2.92343,2.86721,2.99586,6.11451,4.86931,7.92913,3.60075
AADACL2,2.61833,2.61452,2.6683,2.57336,2.59753,2.61797,2.68841,2.64041,2.63679,2.66192,2.68227,2.62796,2.58278,2.64396,2.68904,2.96995,2.60503,2.6112,2.6645,2.69611,2.71619,2.64715,2.75084,2.5633,2.67145,2.78415,2.70107,2.72929,2.64036,2.71143,2.70691,2.74605,2.77627,2.66611,2.74707,2.73818,2.75267,2.66446,2.87888,2.70888,2.73103,2.61928,2.68453,2.66204,2.69829,2.71516,2.69416,2.66925,2.67528,2.64181,2.61213,2.74067,2.59996,2.84019,2.74281,2.7029,2.7744,2.70832,2.88891,2.64367,2.67479,2.85394,2.67451,2.72584,2.62171,2.74999,2.62279,2.69256,3.10799,2.8402,2.68594,2.68149,2.75128,2.71359,2.64857,2.71782,2.73119,2.7417,2.69335
AADACP1,4.32544,6.91926,2.56727,7.04622,2.58632,3.29236,4.81273,6.06569,3.30455,2.56976,2.63318,2.56122,6.27493,2.53411,2.58627,2.63457,4.89263,5.5039,2.64137,2.63855,2.50322,2.65815,2.64473,2.46249,7.35197,2.61973,2.58881,2.56745,2.62181,2.56998,2.58332,2.65327,2.63711,2.54496,2.53576,3.23096,2.5746,2.55386,2.59313,2.52367,7.31065,6.95771,2.59897,2.59047,2.60893,2.57127,2.54311,2.53979,2.59027,2.50795,2.57158,2.82498,2.52377,2.70553,2.76524,6.70715,2.59761,2.58655,8.88546,2.60508,2.53922,2.93716,2.56425,4.35534,2.52182,4.54021,2.51356,4.79563,2.48486,2.66099,2.59756,2.5049,2.64948,2.61918,4.09282,3.49515,4.31302,2.59005,2.61378
AADAT,3.27661,4.97194,4.46935,4.5639,5.34129,3.21139,4.40091,4.4312,3.81973,5.71664,3.25095,6.03186,6.03753,4.70242,5.17328,3.26314,4.18928,4.05799,5.92913,5.7655,3.8079,3.92267,4.08866,4.27063,3.21247,4.03372,3.23444,3.21961,3.8101,4.27144,3.47929,4.37547,3.95231,3.91155,3.61688,4.09673,3.22075,5.06042,3.58107,3.44672,4.1997,3.20366,3.87299,3.94574,3.48432,3.68779,4.07578,5.78137,4.83878,3.78027,4.39266,5.48531,3.81151,4.02813,4.00602,3.81523,5.31541,3.82347,3.58305,3.70638,4.86363,3.32222,3.79923,3.82442,5.39222,3.05758,4.02428,3.28467,4.159,4.01439,3.68054,3.86734,3.96171,4.87863,4.03653,3.95366,3.92895,4.81896,4.08726
AAED1,7.56822,7.25438,7.43,6.838,6.89186,7.08216,7.03505,6.56678,7.32121,6.79827,7.1403,7.53717,7.09086,7.07666,6.48406,6.54499,6.91668,7.28076,4.57225,6.44979,4.4473,7.27674,7.26851,6.39231,7.69298,8.39209,7.43571,5.35572,6.12034,7.01132,6.87637,6.82377,6.81846,7.63045,7.11652,7.74276,7.0457,6.6192,7.09035,5.0995,6.91165,6.95873,6.45554,7.45988,6.01708,7.9162,6.89343,7.16746,6.41473,6.40743,6.33704,7.72688,7.6808,6.62845,7.23149,6.97693,6.83844,8.0127,6.46412,8.14615,7.05923,4.78249,6.78247,6.59489,6.67918,7.94789,7.60317,6.75499,6.70044,6.82573,7.27432,6.86703,6.1224,6.96184,7.94604,7.65328,7.75303,7.65567,6.5022
AAGAB,8.48052,7.99097,7.53891,8.06608,8.48337,4.24665,7.31167,8.36754,5.69419,7.1884,8.32329,8.47029,7.57359,8.4149,7.89348,7.38739,7.56351,7.4312,7.03507,9.10114,7.5698,8.7785,8.59723,8.44066,9.05352,7.87721,7.27026,7.95449,7.27513,8.02306,7.69763,7.93892,8.63503,8.69284,7.62027,7.81359,7.97874,7.42246,7.93549,7.81435,7.85506,7.84279,7.45944,8.39848,8.7908,6.97014,7.97562,8.34313,5.67597,7.4987,8.35729,8.88336,7.55745,7.83238,7.6038,7.90821,7.93962,8.21266,6.09473,8.62202,9.59899,7.4589,8.17272,8.67899,7.6052,9.00449,7.71884,7.91004,7.69664,7.37949,7.64584,7.73976,7.86819,7.46053,7.58768,8.68731,7.85501,8.4206,8.1419
AAK1,7.67284,10.1128,8.2396,8.30855,7.90114,10.0117,8.85405,7.42269,8.40738,8.73182,8.36817,8.23347,8.68014,7.11603,8.73489,8.03574,8.98096,8.97156,9.41634,8.51333,10.2777,7.88142,9.33561,8.06349,8.28469,8.14276,7.9854,9.55189,8.8049,9.42706,10.0937,8.53736,8.55227,8.64216,9.75063,7.50336,9.81631,7.85398,8.55321,7.3359,9.18692,10.1572,8.7888,8.19794,8.7438,8.60699,8.75547,9.54012,7.80899,9.10261,7.51164,8.57582,8.87636,9.14501,8.2709,7.95943,8.29291,8.98852,8.51333,9.30572,9.03071,9.84209,8.36841,8.09584,8.36636,8.33772,8.74998,9.35256,9.95042,8.2027,8.51464,8.4989,8.08388,8.94995,7.53743,8.02436,9.02103,9.65626,8.49874
AAMDC,8.09557,7.12529,7.54534,6.11956,6.6881,6.32955,8.19463,6.74109,8.01646,7.08372,7.50733,6.69762,6.74242,6.85054,7.04247,6.74199,7.06922,6.92549,8.11865,6.055,7.70158,7.86509,6.66118,7.50172,7.11153,7.52996,8.24628,7.09471,7.01482,7.05093,7.48911,7.7913,6.86892,6.86023,6.55074,7.05892,7.9573,6.56726,7.82494,6.75987,7.89036,7.19577,6.77071,6.94377,7.20214,8.50605,8.51081,10.4924,7.79018,7.34565,6.73488,7.04845,7.97167,6.85702,7.40107,6.82652,6.74193,6.5038,7.53805,6.92998,7.10706,8.42648,6.98791,7.08675,6.31967,7.08675,8.01567,7.53697,6.98496,6.95316,6.8516,6.78183,7.19197,6.65417,6.8291,7.55412,6.80443,8.59516,5.84616
AAMP,8.64432,8.39434,8.40237,8.48393,8.22132,8.55577,8.61241,8.15101,7.66494,8.54952,8.53825,8.19389,7.76997,7.28124,7.82881,6.05136,8.03989,8.10992,8.19074,8.07767,8.18038,8.3022,7.57928,7.72269,7.25513,8.17237,7.86296,7.89333,8.28017,8.33369,8.37921,6.42129,7.73838,7.45309,6.9552,8.28487,7.49886,7.69362,8.40149,8.50502,8.07976,8.12534,8.16015,7.97083,9.19929,7.832,8.35289,7.84089,8.47706,8.60038,8.16127,7.91311,7.96037,7.38964,7.00021,8.31323,8.13012,8.06551,6.79787,6.84911,8.16754,9.12151,8.18099,8.17201,8.54199,8.40041,8.83912,8.7409,7.51054,9.2426,7.20972,7.46036,8.05677,8.22177,7.00928,7.97881,8.01574,8.51507,8.07959
AANAT,1.812,1.80876,1.81123,1.80112,1.80056,1.83456,1.83343,1.80856,1.83617,1.84347,1.80439,1.80214,1.79792,1.83035,1.85112,1.79691,1.76726,1.78582,1.80454,1.80143,1.84963,1.78492,1.78251,1.80392,1.83397,1.7771,1.74856,1.84726,1.83164,1.82306,1.82903,1.86784,1.86073,1.84339,1.77889,1.8555,1.78231,1.8413,1.93019,1.8299,1.84396,1.82755,1.84165,1.83302,1.87873,1.86369,1.89456,1.83336,1.83524,1.83775,1.83114,1.73327,1.81484,1.87183,1.84254,1.84192,1.78596,1.86437,1.75749,1.77902,1.83388,1.7943,1.81693,1.82853,1.83542,1.8321,1.81511,1.83302,1.82576,1.87544,1.84582,1.84236,1.87828,1.84409,1.84227,1.76883,1.82463,1.84237,1.83798
AAR2,7.51436,7.80645,6.85806,7.57665,8.34361,7.43852,7.45363,7.48062,7.1719,7.5677,7.09644,8.06982,7.83648,7.48846,7.50122,7.50197,7.3456,7.29752,8.10438,7.21154,7.96101,6.56503,7.92378,7.52638,6.72104,7.40477,7.41402,7.27319,7.50318,7.99415,7.54553,7.94974,7.57665,6.69658,7.41147,7.70716,6.92625,8.57319,7.08366,7.91527,7.839,7.42842,7.02294,7.63159,7.66082,7.72417,7.48774,8.42952,7.49661,7.87922,7.3816,7.69761,7.67496,8.2267,7.76633,7.26508,8.02748,7.50534,7.91778,7.32802,7.12399,8.2356,7.45805,7.90713,8.44821,6.50401,8.0176,7.51036,8.61353,7.3783,8.46261,7.76495,6.90819,7.46126,7.51959,7.16997,7.08499,7.47968,7.4696
AARS,8.78254,9.41713,8.75041,8.65756,10.159,8.04801,8.61681,8.08575,9.63197,9.19705,9.00824,9.04703,8.56622,7.36426,8.41857,8.55709,8.64065,8.51568,8.59659,9.18824,9.54583,8.92558,9.41651,9.84138,9.3225,9.23799,7.75219,9.0646,8.55611,8.42869,9.46982,8.64062,8.63904,8.61668,8.76749,8.7823,9.14003,8.31523,9.64321,9.19138,8.64087,8.64332,8.71813,8.21188,8.6195,9.5594,8.81711,10.2082,8.47143,9.39686,9.71993,8.4071,8.87596,9.07631,8.8026,8.32713,8.84438,8.60458,7.84723,8.33819,8.54051,9.76631,8.51819,7.92195,8.36339,8.13786,9.1277,9.60821,9.93584,8.96329,8.25446,8.75398,7.67491,9.47169,7.98868,8.41842,9.74733,8.64599,8.55596
AARS2,7.13656,8.01364,6.56018,6.77682,7.63509,6.60682,7.85626,5.98703,6.79739,6.70404,6.51747,7.54657,6.18515,7.14551,6.18125,6.90102,7.20968,6.65006,8.31106,4.92637,6.35241,7.31021,6.18147,7.50273,6.04765,7.42063,6.17426,6.63475,6.15215,8.00273,6.79734,8.51538,6.26279,7.37665,6.57845,7.38534,8.50412,6.91119,6.93355,6.89363,6.02412,6.26996,6.31928,7.41971,6.7099,5.33645,6.1224,7.07584,7.61468,7.39966,6.94181,5.90634,7.31741,6.68747,5.72949,6.76546,7.17677,7.19428,6.78643,6.92003,6.45662,8.01083,8.11013,7.25693,7.69327,7.0048,7.02854,7.13795,7.96316,7.84242,7.69482,6.87084,6.58711,6.00452,5.89315,7.26784,6.44884,7.13891,6.43326
AASDH,6.05746,6.52704,6.50599,7.17258,6.41433,7.20273,5.97203,6.2986,6.76984,6.34215,6.40336,6.60487,5.88852,5.74412,6.17071,6.33953,7.02737,7.61344,6.0108,5.93241,5.38673,6.20554,4.77589,6.36235,7.12858,5.9483,6.3523,6.73876,6.68939,6.70748,4.82309,5.91623,6.73527,5.82427,6.49847,7.54068,6.5346,5.40153,5.7455,7.56414,7.11127,6.83003,6.91839,6.80072,5.19246,7.12329,6.50496,7.21569,7.27825,6.65697,7.2508,4.99547,6.31649,6.85258,6.26532,6.74805,5.53787,7.28478,5.96552,6.31433,5.04823,5.82348,6.72108,6.85975,5.6787,6.28136,6.2453,6.55631,6.00962,7.35503,6.2578,5.98661,7.16572,6.6225,6.44115,5.71828,6.62912,3.74283,6.83268
AASDHPPT,9.77469,9.37181,9.08389,9.12695,10.1848,9.41684,10.0282,9.63758,9.88116,9.73718,8.68403,10.1975,10.0456,9.3694,10.0995,9.45132,9.23589,9.66358,9.81827,9.93467,9.50808,9.71195,9.29917,9.01336,10.1461,9.14771,10.4794,10.0517,9.79737,8.90794,9.95447,9.9361,8.80668,8.87133,8.96165,10.7142,9.28002,9.57266,10.4096,9.00691,10.2654,10.0199,10.0705,9.3925,8.68464,9.94539,10.7919,9.71195,9.84881,10.3589,9.94012,9.69388,9.40715,9.4275,10.3144,9.1544,10.1527,9.53644,9.93261,9.34411,10.1647,10.3864,9.02617,10.6261,8.68622,9.70146,10.1115,9.60851,9.33552,10.3072,8.69082,10.0104,9.1646,8.70303,9.9599,8.77064,10.2293,9.54423,8.63533
AASS,4.32729,3.40867,3.23306,3.35775,3.29817,3.11372,3.13662,3.56517,3.59514,3.09138,3.60241,3.5111,3.43977,3.48655,5.11856,5.47694,3.75442,4.13989,4.47812,4.73367,3.66824,3.18846,3.70647,3.21163,3.06095,4.31603,4.19885,3.39774,3.72535,4.12082,4.11641,3.4172,3.68239,3.86477,3.54869,3.72933,3.57259,3.6838,3.55359,3.76689,4.46989,3.75151,3.6554,3.68457,3.69591,3.09734,3.99135,5.92273,7.63677,3.56133,3.31814,3.45865,4.25582,3.87651,3.98357,4.59384,3.66698,3.67947,5.06406,3.6742,6.26245,4.43424,4.40739,3.18584,3.41854,4.46315,3.31015,4.3275,3.71722,4.90633,3.64631,5.01644,3.70909,3.70237,4.52225,3.53813,4.05779,5.09461,3.21686
AATBC,3.11707,3.22847,3.27355,2.97869,3.18024,3.21864,3.20326,3.20187,3.22318,2.93297,3.45468,3.27931,3.31969,3.84191,4.46513,3.17896,3.23037,2.96999,3.19304,3.2972,3.3771,3.14701,3.23372,3.18957,3.40553,3.25408,4.73902,3.7164,3.19176,3.17922,2.96795,3.2656,3.27197,3.35509,4.22734,3.2451,3.21204,3.24391,3.32971,3.23823,3.47764,3.82559,3.2398,2.90579,3.28677,4.44516,3.36019,3.25541,2.79507,3.23739,3.08836,3.30329,3.39413,4.41511,3.14992,3.87911,3.23935,3.21276,3.27426,5.19682,4.20696,3.30781,3.2317,3.22635,4.86701,3.24415,3.22288,4.0329,3.27639,4.15695,3.11519,3.13904,4.44994,3.44287,3.18662,3.10428,3.21869,3.21137,4.08087
AATF,6.78695,7.99173,7.2024,8.1795,8.07293,6.90366,8.06126,8.62325,7.26313,7.8416,7.8623,8.51608,8.74533,8.45166,7.47503,7.74434,7.9487,8.72011,7.6267,8.46206,7.10978,7.63526,7.83561,7.66048,7.40282,8.03622,7.24785,8.07082,7.81161,7.42088,7.77532,8.28315,7.95143,7.66908,9.27544,7.52219,9.14379,7.59678,9.13915,7.8673,7.8457,7.10157,7.63197,7.89941,8.01252,7.31337,7.35823,7.43465,8.08427,8.84348,7.47189,7.30484,7.62568,8.94857,7.7773,7.4368,8.46824,8.54725,6.96291,7.67415,7.15441,8.19008,8.36054,7.88531,7.02771,7.20658,8.38055,7.38829,7.62443,7.93991,8.0049,8.21781,6.47775,7.53612,8.11375,8.51921,7.41653,7.73131,7.36807
AATK,3.84637,3.83784,4.19473,3.79636,3.88907,4.35994,3.05193,3.87588,3.73261,3.74585,3.60151,3.88186,3.56026,3.91495,3.86179,5.35897,3.84478,3.80241,3.53231,3.97653,3.90439,2.74369,3.93506,4.90574,4.24954,3.76263,4.23429,4.81618,4.47792,3.66427,3.85971,3.83938,3.04561,3.7818,4.05671,3.93673,4.24444,3.91672,3.80981,3.88985,3.76352,3.83644,3.82645,3.76837,5.55192,3.67671,3.85335,3.80195,3.24343,3.83247,3.20991,3.71429,3.79879,3.83107,3.7635,3.59093,3.84609,3.77639,4.28762,3.78833,3.83225,3.67959,3.82278,3.84016,4.17379,3.84019,4.81712,3.65794,4.19932,3.84259,3.81352,3.76294,3.84198,3.85868,3.81796,4.19733,3.83859,4.09821,3.83013
ABAT,7.41106,9.2111,5.07241,7.15093,6.88044,6.21095,5.8842,6.94147,7.65433,4.88451,7.21091,5.32917,5.81505,5.35766,8.04958,6.82641,7.56501,9.31809,7.02168,6.60263,6.80523,8.26992,5.99146,6.78693,7.15739,8.33199,8.74031,8.60729,6.74992,8.9234,6.58011,7.13432,7.11854,7.42058,5.32014,6.01978,9.07278,7.21753,3.94515,6.69746,10.0219,8.1008,5.43315,5.50129,6.99292,10.0716,6.78753,7.81456,8.43795,5.32606,7.18213,8.68945,6.21251,8.81003,6.31662,6.6826,4.84086,8.46257,5.85867,6.30805,7.32379,6.69508,10.0085,5.85223,8.42529,6.7115,7.37967,7.97304,5.34985,6.71501,5.7473,8.33396,5.45337,6.52849,6.66463,5.52313,6.6106,9.82781,7.9896
