symbol,GSM642933,GSM642935,GSM642936,GSM642937,GSM642938,GSM642939,GSM642940,GSM642941,GSM642943,GSM642944,GSM642945,GSM642946,GSM642947,GSM642948,GSM642949,GSM642951,GSM642953,GSM642955,GSM642956,GSM642957,GSM642958,GSM642959,GSM642960,GSM642961,GSM642964,GSM642966,GSM642967,GSM642968,GSM642969,GSM642972,GSM642973,GSM642974,GSM642976,GSM642978,GSM642979,GSM642980,GSM642981,GSM642983,GSM642984,GSM642985,GSM642987,GSM642988,GSM642989,GSM642991,GSM642992,GSM642994,GSM642996,GSM642997,GSM642998,GSM642999,GSM643000,GSM643002,GSM643006,GSM643007,GSM643008,GSM643009,GSM643010,GSM643011,GSM643012,GSM643014,GSM643015,GSM643016,GSM643017,GSM643019,GSM643020,GSM643022,GSM643024,GSM643026,GSM643027,GSM643028,GSM643029,GSM643030,GSM643031,GSM643032,GSM643033,GSM643035,GSM643036,GSM643037,GSM643038
GNG12,9.5275,8.9352,9.95817,8.32449,9.26778,10.5048,8.68739,10.3937,9.28468,9.67644,10.0461,9.41286,9.00743,9.64351,10.1411,10.0028,9.79999,9.96151,9.5428,9.02417,8.76964,8.86927,10.2237,8.52925,9.65567,9.69386,9.98374,10.5284,10.3249,9.64061,11.1847,9.19145,9.38091,9.6362,8.04981,8.95304,10.1011,8.5729,7.8237,9.19578,8.98969,9.61168,9.77178,9.56047,11.5023,9.2829,9.30971,9.59772,10.247,9.65336,9.33908,8.66369,10.6811,9.31754,9.01373,9.81619,9.49898,9.25566,8.67099,9.21651,9.64918,8.46169,8.66166,9.16156,8.55842,9.04947,7.94995,9.18192,8.62182,8.8134,8.38913,9.41286,8.69744,9.76611,10.5967,9.22527,8.86085,8.57425,9.08168
GNG13,2.25881,2.26876,2.26019,2.32026,2.24427,2.28622,2.26429,2.26127,2.2835,2.27389,2.26921,2.25968,2.25804,2.30995,2.27867,2.33723,2.24932,2.29602,2.35669,2.84977,2.31609,2.28078,2.39413,2.27435,2.24707,2.29872,2.33618,2.33998,2.27425,2.29221,2.28467,2.26525,2.31256,2.25852,2.31827,2.28301,2.3132,2.25583,2.47202,2.53069,2.23022,2.23863,2.26805,2.23495,2.265,2.27459,2.2653,2.25277,2.30889,2.23694,2.22262,2.4227,2.26744,2.28349,2.26042,2.30143,2.28027,2.31531,2.36133,2.29556,2.24714,2.32577,2.24814,2.28734,2.26471,2.28405,2.22817,2.28795,2.29282,2.39477,2.28127,2.28144,2.34353,2.29139,2.28409,2.26167,2.24533,2.30653,2.26876
GNG2,5.73665,4.64413,5.87672,6.72538,5.79182,5.15099,5.20915,6.63053,6.088,6.80731,5.21091,6.76264,6.31887,5.10985,6.43145,7.21146,6.62977,6.03896,4.95196,5.77637,3.73555,3.83021,6.00122,5.95978,4.50253,4.03155,5.74479,5.61305,6.83881,4.80715,3.94992,2.40395,4.09505,7.01269,6.56211,5.34003,6.57332,3.43514,3.9711,2.51887,5.7708,6.42141,5.82007,6.82043,7.64114,5.29289,7.02161,4.13875,6.63579,5.65092,6.1617,4.8721,6.66923,3.55027,7.06017,7.12985,7.18749,5.3804,4.28674,4.76059,5.56436,3.16651,5.80645,4.61026,4.95658,4.16158,5.78932,3.77004,6.26414,5.52535,6.12395,7.59863,3.82555,6.35556,6.22044,6.92827,5.46434,5.81239,5.28515
GNG3,2.25838,2.32178,2.22568,2.26013,2.33841,2.24753,2.335,2.30404,2.32668,2.33954,2.29162,2.23847,2.25383,2.62326,2.33736,2.3848,2.26222,2.24066,2.22012,3.54373,2.59021,2.28439,2.34512,2.36663,2.38124,2.28786,2.31097,2.37719,2.37925,2.30626,2.36917,2.36624,2.40713,2.33161,2.26284,2.45736,2.21552,2.36223,2.54237,2.43727,2.3193,2.31252,2.31966,2.30215,2.37609,2.4987,2.46557,2.30036,2.34563,2.31608,2.27245,2.38974,2.26473,2.39625,2.45365,2.32155,2.28699,2.3325,3.03516,2.29213,2.34752,2.36083,2.30462,2.3055,2.28338,2.31659,2.28594,2.37361,2.49434,2.36005,2.36008,2.28585,2.56995,2.29902,2.87193,2.29452,2.46799,2.34551,2.29498
GNG4,2.33371,2.30919,2.3976,3.36563,2.40673,2.3785,2.38161,3.44778,2.35001,2.46238,2.34804,2.34914,2.37364,2.37776,2.39429,4.08887,2.31376,2.70531,2.31532,3.1598,2.70387,2.41685,2.59726,2.78437,2.35224,2.41455,2.40498,2.38647,2.34151,2.34017,2.39775,2.35395,2.39387,2.33419,2.33577,2.40759,2.3595,4.12496,2.5113,2.33892,2.31322,2.65604,2.39069,2.33826,2.37696,2.36949,2.33463,2.36429,8.24873,2.3476,2.35052,2.50127,2.33126,2.39321,2.34544,6.25272,4.27478,2.33816,2.57114,2.37025,5.50388,2.50077,2.33962,2.36092,2.46391,2.3403,2.32814,2.4028,2.33809,2.42307,2.34524,4.81667,2.46328,2.37276,2.56578,2.39264,2.35956,2.36254,2.31398
GNG5,12.3277,11.5338,11.3002,11.8811,11.8962,12.5311,10.581,11.4403,11.7101,12.1207,11.5197,11.9195,12.6917,11.9681,10.3262,10.6952,11.8211,11.8373,11.1466,11.6019,10.9991,11.6526,11.2525,11.6894,11.5979,12.0705,11.5616,11.5562,11.1917,11.5493,12.2231,11.7352,11.267,11.352,11.4704,12.0534,11.5925,11.554,11.0776,10.9976,12.6271,11.6845,12.2084,11.4193,11.8034,11.5391,11.6056,11.877,10.2677,11.5078,11.828,11.4025,12.3272,11.1408,11.8237,11.4832,11.7203,11.0638,10.4042,12.3993,11.6333,11.5617,12.2782,11.3765,11.4639,11.483,11.9589,11.6138,11.2976,11.4259,11.5323,11.2678,12.1007,11.5459,11.2093,11.3348,11.524,11.3757,12.2071
GNG7,4.01949,3.8719,3.27946,4.52808,4.52863,4.05263,5.95889,4.8884,3.88257,4.50701,4.52863,4.45928,4.75376,5.23009,5.20127,4.3448,4.7857,5.30538,6.6661,4.85482,5.17136,3.74803,3.98672,3.05477,4.05274,4.17905,4.90949,5.31051,5.93953,3.01415,4.44197,3.99628,5.38945,4.44825,4.0799,4.79942,4.64469,3.25405,5.54668,4.05426,4.70151,4.88336,3.92588,5.27573,3.98022,5.58553,4.44866,4.13825,7.42925,6.09737,4.63159,3.60335,6.32898,3.87652,3.96149,5.33114,4.54816,4.63226,6.1965,6.18887,3.06294,3.64294,5.83169,4.44469,4.51691,4.01367,3.62914,5.11,4.51857,4.01546,4.88162,4.74379,5.14396,3.86438,4.66572,4.48546,4.91879,3.93549,3.0128
GNG8,2.15921,2.13938,2.13818,2.13928,2.11484,2.14861,2.16755,2.15555,2.16424,2.171,2.15546,2.128,2.14709,2.21526,2.24527,3.12945,2.08138,2.17518,2.18171,2.13053,2.1818,2.14547,2.18979,2.17162,2.24284,2.10977,2.11531,2.21761,2.22753,2.20639,2.19303,2.22267,2.21144,2.1964,2.16058,2.50499,2.17938,2.2603,2.31848,2.78451,2.22643,2.22182,2.18755,2.37941,2.29286,2.24461,2.25243,2.19444,2.19,2.19005,2.15834,2.25361,2.16529,2.30563,2.21564,2.1973,2.18205,2.21866,2.14909,2.12556,2.21937,2.11264,2.1584,2.16969,2.18363,2.18719,2.15743,2.20064,2.28095,2.32691,2.22516,2.23326,2.31816,2.21454,2.23684,2.13603,2.21954,2.22532,2.22496
GNGT1,2.88585,3.68368,2.97518,2.78664,4.04464,2.89383,2.90897,2.96533,3.00344,2.94914,3.2704,2.93085,2.87118,2.92622,3.00653,2.92106,3.29012,3.57622,2.95697,4.66193,3.2956,3.05486,3.05769,4.73971,3.66873,4.82533,3.93621,3.09845,3.41897,3.18534,3.01441,3.16565,3.03308,2.94271,2.97198,3.04281,2.94658,2.96878,3.15921,3.39954,3.83953,4.58475,2.90913,2.94957,3.32352,3.25175,3.25616,4.31816,3.04179,3.10334,2.96363,3.06761,2.88031,3.17697,2.97143,3.29171,3.27393,3.17203,3.03812,3.03313,3.17897,2.79231,2.8668,2.95661,3.27494,3.60035,2.89841,4.26149,3.8834,3.71447,2.993,2.9435,4.91138,3.49206,2.98324,3.06122,3.00805,3.06113,3.16547
GNGT2,2.32442,2.32864,2.40589,2.32496,2.37611,2.32902,2.38805,2.33846,2.3489,2.35918,2.35864,2.35239,2.32306,2.30111,2.40929,2.35696,2.38703,2.30104,2.38893,2.3963,2.34189,2.32195,2.36241,2.33207,2.34233,2.35279,2.31588,2.46769,2.50883,2.34889,2.29979,2.44813,2.39832,2.41603,2.41026,2.3868,2.29334,2.35665,2.42486,2.39883,2.68388,2.38027,2.39175,2.37084,2.48508,2.37981,2.35086,2.35449,2.35292,2.37788,2.65572,2.33284,2.34576,2.47329,2.37888,2.34786,2.37597,3.93049,2.3116,2.44268,2.40511,2.38703,2.36518,2.332,2.32991,2.31481,3.42903,2.51256,2.38541,2.38887,2.39124,2.35239,2.38931,2.46208,2.37204,2.29769,2.55647,2.38155,2.326
GNL1,5.58074,7.02702,6.54738,5.76707,6.00666,5.78934,6.01437,5.77054,7.17008,5.94633,6.3115,6.25052,5.56611,6.26652,5.74164,5.70751,6.27366,6.628,7.15711,6.53837,6.34069,6.87408,4.99519,6.63416,5.7558,5.6502,5.37355,6.63957,6.07588,6.70192,6.06039,6.42964,5.06211,5.76406,5.83201,5.78292,6.66476,5.8349,6.80574,5.83146,5.69603,5.69363,5.80485,5.52958,5.704,5.31991,5.4829,5.58007,6.04729,5.85791,5.56708,5.6592,5.67358,5.81611,5.96886,6.31466,5.90692,5.59743,5.77933,5.83486,6.25261,6.02125,5.79681,6.1937,5.89139,7.12065,6.32805,5.96281,6.18202,6.13175,5.7299,5.4791,5.73157,6.12835,5.59207,5.84907,5.58591,6.27325,5.57612
GNL2,8.41604,8.2585,8.78626,8.07771,8.78879,8.82902,8.62228,7.68235,8.46038,9.98192,8.07633,8.2315,7.53198,9.19006,7.25485,6.65266,8.50491,8.42826,8.03111,9.14698,8.9339,9.42816,8.62349,8.22006,8.64339,10.7962,9.47879,9.31169,8.96769,9.7366,8.81838,8.31252,8.66675,8.92573,8.63952,10.6905,9.15793,8.61568,8.21248,8.89715,9.26068,8.50491,8.52232,7.89537,8.0057,8.90584,8.59421,8.7534,7.47448,8.50602,9.06557,8.36708,9.35027,7.52892,8.06303,8.45117,8.15765,8.4558,8.44571,8.26568,8.25095,8.2186,9.47742,8.7784,9.0253,8.88006,8.05159,8.79961,8.24381,9.47578,8.47946,9.32509,10.4514,8.0708,8.44925,8.68729,7.92937,8.64642,7.69561
GNL3,4.75219,5.22433,5.57222,5.3366,3.62506,5.60018,5.54502,5.06163,5.26289,5.62774,4.87756,4.2738,4.88131,6.1072,4.88598,4.40032,4.16489,4.2755,5.46379,5.87172,5.67366,6.54694,7.00553,4.07806,4.45729,5.04343,6.45655,5.44356,5.39175,5.28976,4.96911,4.79862,5.28568,4.79173,4.52174,5.1134,6.47727,4.0413,5.78631,4.59166,3.68342,4.07734,4.89657,3.82131,5.31984,4.81595,4.10443,4.59507,4.55466,4.69759,3.78712,4.66279,4.39251,4.33114,4.61526,5.10492,4.9575,4.92777,5.36103,4.3501,5.90425,4.31298,4.39101,5.9259,4.11723,4.34366,4.3622,7.53627,4.31849,5.12913,5.30984,5.10903,7.41986,4.42939,5.07502,4.32719,5.05569,4.95392,5.66323
GNL3L,7.16255,6.64069,6.3422,6.57084,7.99821,6.53409,6.13132,6.27798,6.12178,7.08423,7.67705,6.52562,6.16396,8.78241,6.11515,7.80608,7.32396,8.91485,7.30932,7.76011,8.16161,8.29486,8.1422,8.49959,8.10357,9.08969,8.33143,8.43173,7.25987,9.52085,8.22519,8.10477,8.00386,8.30115,6.33351,7.70543,8.18047,8.38962,8.19032,7.48002,7.85004,8.84965,8.83845,8.54229,7.54785,8.27503,8.04912,8.0256,7.55367,7.66679,8.2446,8.42022,8.23988,7.90257,8.12806,8.57738,8.5198,8.28575,8.20488,8.28841,8.26138,8.43607,8.82147,8.43204,9.07519,8.10122,9.07048,8.5156,8.28962,8.11913,8.06887,8.32227,8.04731,9.94101,7.4284,8.27369,7.54463,8.3196,6.42634
GNLY,6.99906,5.26219,8.6985,2.60137,2.79477,2.60214,3.00866,2.69671,3.38627,2.72684,5.93624,3.22595,3.78747,2.96196,3.20394,2.64744,2.73911,2.94731,2.67468,2.66343,3.1132,2.63716,2.68706,2.71146,3.21693,6.37344,2.73362,3.40243,2.8366,4.26908,2.6314,2.6745,3.04366,2.82592,2.67856,2.70812,2.71354,2.69611,2.69084,2.73737,3.05275,2.69018,2.7,2.68423,2.6689,2.64335,2.71133,2.64455,2.61685,3.26748,2.58427,2.742,3.35714,2.69764,3.74216,2.67148,5.28432,2.71211,2.66567,4.42102,3.20482,2.61189,2.70784,2.61544,2.61345,4.17863,2.76663,3.59278,4.67433,3.31634,2.79287,2.62286,2.7219,2.71041,2.72649,2.63026,4.03135,2.68318,3.37948
GNMT,2.10608,2.08128,2.07208,2.06248,2.06866,2.19198,2.12667,2.10683,2.14913,2.07471,2.05867,2.25563,2.09748,2.04867,2.11821,2.0505,2.12105,3.99894,2.23372,2.05957,2.05025,2.06869,2.14763,2.22886,2.10981,2.10406,2.15211,2.17925,2.09209,2.14044,2.13715,2.13947,2.17759,2.09177,2.2699,2.26455,2.44285,2.05454,2.10364,2.07093,2.05764,2.12635,2.11591,2.08124,2.07192,2.10201,2.06161,2.11205,2.14456,2.08038,2.13635,2.11324,3.5766,2.20372,2.10411,2.11184,2.13611,2.09217,2.09496,2.12721,2.43991,2.25768,2.11449,2.15179,2.16317,2.16499,2.11426,2.13401,2.11405,2.11303,2.15193,2.08619,2.11205,2.08222,2.11205,2.12054,2.10769,2.09785,2.06373
GNPAT,9.41408,8.92195,9.10663,9.5555,9.20058,9.09237,9.80256,9.4227,9.26054,9.18296,9.62719,9.85938,9.89444,9.94276,8.95789,9.53542,9.66221,10.3251,9.68064,8.58932,9.65666,9.65545,10.0573,8.95135,9.21122,8.90377,9.81363,10.2189,9.19813,8.57926,10.1286,10.2474,8.07432,9.19606,9.10368,10.5381,9.52328,9.61433,7.95069,9.58098,9.46277,9.54611,8.99559,8.2747,9.36789,9.37758,9.16165,9.02408,9.00563,9.26481,9.14376,9.56235,10.0595,9.38577,8.21755,7.89945,8.88798,8.83259,8.02634,9.00557,9.31114,9.61744,8.97873,9.5893,8.37666,7.35143,9.46979,9.25589,9.38462,9.42402,8.64985,8.99811,9.36754,9.88016,9.82207,8.57456,9.32541,8.77879,8.57414
GNPDA1,8.90028,8.94837,9.32946,8.5327,10.1445,7.2813,8.22791,8.21137,8.31301,7.9471,7.94943,8.65605,8.16292,9.49359,8.52622,8.23589,9.17876,9.14937,8.78156,8.4425,8.80671,8.0048,8.12866,8.79075,9.13196,8.82451,8.89504,7.77598,8.96698,8.43884,7.64881,8.32677,8.1817,8.0635,8.28509,8.97059,8.76275,7.76008,9.05454,8.36784,8.81799,8.62116,8.55982,7.87482,9.38017,8.15425,8.88723,8.67909,8.66424,8.22683,8.13178,8.16717,8.2345,8.64356,8.43821,8.2413,7.9644,9.01489,8.09744,7.41238,8.4643,7.85586,8.66608,9.04829,8.3975,8.79538,9.20917,8.92293,8.49023,8.06537,8.29464,9.00725,8.19146,8.35189,7.77681,8.88373,7.57616,9.47416,8.74566
GNPDA2,5.9358,6.31845,6.66437,6.34775,6.37862,6.07582,6.26105,6.86561,5.285,5.93807,6.80634,7.36496,7.28321,6.4985,7.22862,5.75656,6.6734,7.46059,6.16964,6.01421,4.87291,5.11327,7.36426,5.82801,4.921,5.12255,6.69686,6.18206,6.49837,5.87797,5.23897,5.46265,6.17688,5.28992,5.91022,6.1817,6.51956,4.74477,6.27522,4.88984,6.1404,6.00469,5.22328,6.52643,5.29242,7.8708,5.93534,7.45622,8.30229,6.3615,5.31476,5.51368,6.63557,5.87966,6.10569,5.82309,5.50803,5.23022,3.94443,5.11863,6.41822,6.31892,7.24732,6.16715,5.9435,6.04938,5.08106,5.91855,5.66221,6.32764,5.88432,5.95306,6.53814,5.89787,6.56481,6.59782,5.96852,6.01301,6.48132
GNPNAT1,9.30432,8.13538,9.39039,8.27775,7.20217,9.20568,8.7389,9.12087,9.04656,8.7289,10.245,8.3433,8.40243,9.79814,8.4266,8.14116,8.15813,7.98881,7.8756,8.77799,8.62668,8.17254,8.91632,8.55312,9.01686,9.60791,9.13191,8.93035,7.54126,8.2336,8.71308,7.98795,9.03799,8.81573,8.42165,8.98727,8.5088,7.4495,9.88731,9.18768,8.00267,7.97824,8.52576,9.39854,7.9086,9.47426,7.2301,8.04596,7.63255,9.09217,9.55891,8.11652,8.56936,8.70184,8.47812,8.55415,7.97054,8.0283,8.4415,8.91439,8.96718,9.70588,8.07677,9.81898,7.89687,7.73353,8.45355,8.41998,9.02904,8.0721,9.08414,8.54349,9.84835,7.67668,8.22271,8.35767,9.41633,7.72137,8.99438
GNPTAB,9.57689,8.54698,8.79963,9.09508,9.00976,8.59059,7.8002,8.08819,8.0908,9.21404,9.32232,7.9388,8.10938,8.21986,9.50042,9.45191,9.23882,7.93124,8.09804,8.14407,8.87633,6.95687,8.85505,9.24232,9.33022,9.8708,8.76158,8.91771,8.52146,10.0196,8.25072,8.49818,8.66004,10.1264,11.0676,7.79981,9.27685,9.63371,9.3614,7.20673,8.91392,8.18201,8.50544,9.26766,8.67166,8.59872,9.80507,8.68253,7.35852,7.63753,8.45973,8.75219,9.6597,9.37695,9.27951,9.24083,9.46427,9.8774,9.40542,9.95561,8.49711,9.10205,8.91304,8.70088,8.35887,8.55154,8.94448,8.53926,9.06256,9.23248,9.02625,8.5979,8.45076,8.96546,8.37372,8.27973,8.97424,8.68259,8.09218
GNPTG,7.80888,7.1895,6.2629,6.5241,7.3182,6.30864,5.94113,7.43933,6.63567,6.54529,7.05281,6.44356,6.84399,6.92909,7.27984,7.5021,7.49868,7.9817,6.78928,7.02131,6.4974,6.29856,5.42417,6.96675,6.87126,7.07888,6.42907,7.37387,7.03027,6.93646,7.11954,6.53114,6.08705,7.07521,7.53422,7.11763,8.36935,6.37838,6.19514,7.31041,6.90146,7.09771,7.22352,7.15732,7.17768,7.75275,7.01701,6.7679,7.03902,7.08136,7.41449,5.71711,7.99848,8.53474,6.83213,7.16182,7.26388,7.07734,5.86525,7.05343,5.8997,6.95738,7.6259,5.9368,6.01874,7.25558,7.73499,7.09401,6.9412,7.54374,7.23546,7.07843,6.88734,7.10163,7.08258,7.64844,6.48134,6.94523,7.09992
GNRH1,2.74902,3.04084,5.02211,2.71017,2.73581,3.85989,4.42084,2.81769,5.16883,2.7032,2.31567,2.82434,3.65857,3.52414,3.98573,4.46243,3.01427,5.80477,2.29009,2.81948,4.06007,3.49124,2.78441,2.19064,2.64584,2.95241,5.24793,3.21911,4.66489,2.70504,2.83122,2.71044,2.73434,2.3801,4.64483,2.9488,2.65398,3.60842,3.76151,2.69599,4.32441,3.60306,2.78634,2.70931,4.16334,3.53578,2.738,3.42337,4.48141,3.83187,2.70346,2.39867,4.71789,2.80822,3.9119,2.76849,2.38358,2.47409,5.5244,2.77496,3.79925,2.84208,2.77056,2.75163,2.67369,3.79789,2.93652,2.70051,2.78622,2.78433,4.64229,3.83278,3.4145,2.78071,2.87674,2.71786,5.3746,2.30995,2.73028
GNRH2,1.87207,1.87906,1.86038,1.89054,1.87575,1.90318,1.86381,1.88761,1.90289,1.91936,1.84576,1.87713,1.90488,1.94084,1.9915,1.91165,1.86632,1.88221,1.93307,1.86522,1.98197,1.92456,1.9517,1.91271,1.96703,1.82228,1.84691,1.97571,1.98762,1.93338,1.9258,1.9578,1.94057,1.95672,1.84434,1.93616,1.85394,1.93862,1.9523,1.92423,1.94357,1.96836,1.93313,1.94156,1.97969,1.95039,2.02137,1.92636,1.8878,1.94106,1.8959,1.8088,1.89311,1.94895,1.84167,1.9487,1.86704,1.96974,1.85255,1.83654,1.9634,1.80307,1.90624,1.90468,1.93773,1.91878,1.89666,1.93475,1.9618,1.94892,1.92621,1.94114,1.95452,1.95178,1.96201,1.89,1.93854,1.93251,1.92396
GNRHR,2.73345,2.66569,2.78956,2.66196,2.78973,2.78621,2.79185,2.71527,2.79343,2.7469,2.75043,2.77314,2.68731,2.71757,2.73857,2.7664,2.60457,2.61939,2.72112,2.80133,2.85823,2.76127,2.89152,2.73939,2.75207,2.83071,2.77574,2.81955,2.74072,2.85464,2.78053,2.73697,2.80825,2.79096,3.47707,2.77832,2.81434,2.74743,2.90745,2.76947,2.64805,2.72924,2.76272,2.71473,2.76101,2.77517,2.77875,2.72144,2.85731,2.73026,2.69005,2.97737,2.7165,2.92225,2.80533,2.77519,2.89347,2.7909,2.92912,2.77377,2.73693,3.03364,2.74755,2.81566,2.73802,2.7963,2.72691,2.8342,2.78193,2.89494,2.76369,2.68201,2.84825,3.02846,2.86507,3.56617,2.74306,2.8276,2.77003
GNRHR2,2.46004,2.42018,2.41567,2.37304,2.41261,2.46448,2.47449,2.42002,2.47517,2.4364,2.41753,2.43624,2.41566,2.42125,2.40117,2.48041,2.39277,2.43742,2.40883,2.49828,2.43624,2.46008,2.54125,2.41147,2.41613,2.54031,2.39527,2.45603,2.46344,2.4463,2.48692,2.43025,2.47354,2.44656,2.48313,2.45324,2.38862,2.41761,2.60029,2.43347,2.41547,2.41957,2.44196,2.39122,2.4028,2.42769,2.39107,2.42151,2.44998,2.40339,2.39021,2.50209,2.4577,2.47647,2.48889,2.44394,2.4621,2.45187,2.52848,2.41725,2.41367,2.48351,2.42966,2.66258,2.42317,2.46091,2.44773,2.45214,2.43624,2.49296,2.64799,2.363,3.00166,2.46071,2.42604,2.48493,2.4109,2.44594,2.44436
GNS,10.4606,10.7267,10.1264,10.0434,10.697,9.8197,9.56114,10.0258,9.58167,10.1294,10.1067,10.7715,10.0147,10.6457,10.3623,10.3777,10.0907,10.258,8.74388,11.5967,10.7801,9.45311,11.6525,11.1278,10.4299,9.15746,10.4504,9.94999,11.0609,11.3459,10.5348,10.2083,9.67871,10.8383,11.3904,9.46193,10.3978,9.78899,10.7569,9.32317,11.2435,10.5058,10.0009,9.54249,10.9331,10.3604,10.763,10.7293,10.85,9.39705,9.47911,10.0926,10.2695,11.9376,10.0817,9.84303,10.2816,10.5433,10.0602,9.96824,10.4341,9.50265,10.0623,9.24048,11.0329,9.29646,10.0918,9.6596,10.8158,10.1897,9.66376,10.4519,9.72212,11.1714,10.2098,10.4084,9.68739,10.3723,10.2714
GOLGA1,6.50046,4.55516,6.99093,6.2817,5.76008,6.30924,6.45942,5.20188,6.57431,5.83797,5.89769,6.06849,5.99172,5.45668,5.79515,5.51664,5.64845,6.18265,5.16441,5.35823,5.45863,5.89687,6.45198,4.86541,6.49982,6.08962,5.03071,5.7426,5.44306,6.03045,6.22518,5.25329,5.5896,5.67912,5.59183,5.93585,6.32532,6.1838,5.99347,5.2052,6.1256,5.7462,6.67785,5.84284,6.38308,6.70494,6.78943,5.8618,6.38979,5.96775,6.69079,5.92913,5.48718,5.75934,6.41344,6.37712,5.3557,5.93585,5.45464,6.34561,5.31256,5.42656,5.94639,5.79882,5.86667,5.86226,5.82246,5.87638,5.88053,6.11838,6.82206,6.33589,5.69528,5.85236,6.01346,7.1125,6.61875,5.67376,5.9923
GOLGA2,8.00458,7.22776,7.50395,8.10539,6.63692,8.66503,8.34201,7.21122,8.77375,7.34823,7.42167,7.17515,7.68289,7.49515,7.27105,7.21294,7.46273,7.56312,7.03632,7.40976,7.61498,6.44408,7.4486,7.06518,7.04592,9.33078,6.08361,7.84682,7.14531,8.97712,9.30157,8.09908,7.85842,7.41763,9.36985,7.53013,8.92119,9.20165,6.7353,7.48167,6.56497,6.68893,8.08344,7.50423,8.27751,8.44951,7.29908,7.31189,7.55187,7.88763,8.33533,7.7023,8.171,8.2418,7.67697,9.05989,7.49392,7.89202,7.61964,8.86516,5.59918,7.58551,8.52195,7.7235,8.80365,9.01283,8.37439,8.48157,7.82228,7.9947,8.436,8.15853,7.02327,7.74581,7.7759,9.18783,6.77539,6.23043,6.71401
GOLGA2P10,7.17023,7.17103,7.29489,6.11266,7.29565,6.69115,7.96299,6.12083,6.36872,5.75858,6.95243,5.22043,5.48257,6.03301,6.09849,5.06013,6.14522,6.04918,5.81584,6.82631,6.70844,8.31569,7.8624,6.02269,6.28358,6.04116,7.51538,6.45273,5.76176,5.9877,6.70917,6.44163,5.35597,6.82147,5.18557,7.73054,7.58653,4.84611,6.02044,6.21743,4.42822,5.35205,6.09031,5.17463,5.60766,6.58628,6.28501,6.514,3.79012,7.05089,6.87454,7.89317,5.30246,4.89007,4.15986,6.45933,3.93957,6.01012,6.02654,4.78278,6.95955,5.91108,5.66663,8.17129,5.49484,5.36037,6.79369,7.93827,4.57171,5.2094,6.63294,6.39202,7.14268,5.69785,5.32937,6.20092,7.18202,6.99197,6.38344
GOLGA2P5,6.50271,6.71161,6.31849,8.06227,5.56825,7.17409,7.49512,5.78495,8.34881,6.38302,4.86639,6.69407,7.18393,6.28606,7.41868,6.90802,6.26859,7.41527,7.32485,2.72316,6.44447,6.87003,5.57546,5.34766,7.07456,8.52902,6.30579,6.71926,5.60719,6.72843,6.86313,6.31906,6.37161,6.33248,5.3641,7.22735,8.05899,9.61124,4.88354,7.83275,6.97666,7.4891,6.6498,6.06295,4.6332,7.42778,6.179,6.81426,5.24004,7.68583,7.73823,7.01284,8.03433,5.37185,6.31144,7.22058,3.60908,4.41339,7.28912,9.16192,7.14803,6.7136,5.78083,7.32874,6.78083,5.76774,6.31162,7.60971,5.61644,6.77283,6.6108,6.2727,6.4238,5.70139,7.6683,6.51444,8.13144,6.49304,7.19819
GOLGA3,7.25582,8.13775,7.44306,8.3079,6.42854,7.57362,8.10737,7.95607,6.87128,8.34751,7.81522,7.50806,7.75035,7.98613,7.85097,7.81664,7.54848,7.13187,7.67145,7.7194,7.6781,7.67863,8.10499,7.12491,6.55958,9.6737,7.08824,7.61619,7.46839,8.21837,8.35511,7.93096,7.37698,7.55098,9.65374,7.07906,8.5436,7.70312,8.58753,7.4764,7.45438,7.66091,9.01317,7.90401,7.66464,8.14606,6.62756,8.32895,7.64619,7.68427,7.95393,7.76881,8.20752,7.66709,7.12091,7.93017,7.97833,7.72188,6.67592,8.14374,6.24952,7.35275,7.59564,8.30075,7.88129,8.18816,8.37683,7.86433,8.07252,8.31208,7.12341,8.13413,7.30979,8.52544,7.21934,8.04511,7.29734,8.47424,7.86848
GOLGA4,9.50638,9.48561,9.85861,9.59401,8.69907,9.62695,9.79501,9.36394,8.97098,9.87788,9.21669,9.17441,9.14788,9.72525,9.63045,8.79451,9.54982,9.91738,8.949,10.1138,9.99741,9.62346,10.6053,9.10923,9.68906,8.71105,10.0045,8.99268,9.54281,10.028,9.81302,9.0212,9.72567,9.8605,9.26718,8.6668,10.1345,9.37288,10.2278,7.44423,9.21649,9.32182,8.86978,9.78444,9.32011,9.65048,9.04294,10.0899,9.45202,9.38492,9.98346,9.43206,9.55892,8.28113,9.17101,9.56289,9.11864,9.13302,9.09075,9.1898,9.80965,9.10238,9.36091,8.9234,8.709,9.98267,9.08579,9.62389,8.89611,8.70155,9.66714,9.50731,10.4035,9.19428,9.1567,9.84865,8.49221,9.74077,9.21251
