probe	symbol
127964	RPL7
127989	RWDD3
127990	COMMD8
128011	FLI1
128021	SPCS1
128044	RNF113B
128049	CCL24
128061	MS4A4A
128076	TUBB
128082	ASB16
128086	CBS
128091	LSAMP
128098	HIVEP1
128108	COX6A1
128131	PTPN7
128153	COX5B
128154	MYL12B
128167	F2RL2
128174	CLU
128176	WAC
128178	IKZF3
128179	NBPF11
128186	METTL21B
128190	EAPP
128198	NFKBIL1
128201	TIMM10B
128205	MCTP2
128207	MMD2
128211	RPLP2
128231	B3GNT3
128232	PITPNM1
128244	CLPSL2
128261	ORAI2
128262	SPTSSA
128263	SGCB
128266	NUFIP1
128268	EXO5
128287	LINC00472
128289	TMEM164
128290	CD207
128299	PCDHGA8
128305	PFKP
128309	SH2D6
128314	MRPL41
128315	TM4SF1
128329	HPCAL1
128345	PSPH
128361	GKN2
128369	NECTIN2
128383	ARHGAP35
128389	CD93
128395	SLC7A6
128398	ANAPC4
128406	ZNF354C
128411	CENPA
128418	PFAS
128420	KRBOX4
128434	GPC2
128435	NUSAP1
128440	ZPLD1
128445	PDS5B
128456	ZNF675
128464	DAZL
128470	ZNF503
128471	LSM5
128473	ZFAND6
128474	TSGA10
128475	MYF5
128477	CXCL13
128481	PRMT2
128491	MORN3
128495	HJURP
128501	IMMT
128505	MRPL1
128508	GLUD2
128509	MMRN1
128513	CLCN2
128514	CD300LF
128529	KAT5
128546	PLEK2
128553	FMO4
128565	ANKMY2
128580	SETDB2
128588	PARP9
128595	ARRB2
128603	PHF2
128609	ANK1
128610	SLC26A5
128620	MTF1
128624	PTK2
128625	UBE2O
128630	IL6R
128637	FUT5
128651	RNLS
128667	RPL31
128671	B9D1
128689	GPATCH3
128690	ANAPC1
128692	GMPPA
128695	VPS26A
128708	ZNF124
128709	KRBOX4
128714	RNF34
128717	MTPN
128731	RNF4
128756	PTGDR
128760	ARF6
128766	EIF2S2
128778	WNT2B
128785	CD1B
128790	GTF2H2
128800	RGS10
128803	NAA35
128812	MTMR1
128819	OPALIN
128827	PI3
128833	SLC10A6
128843	TNFAIP8
128846	ALKBH1
128863	EIF2B1
128864	AMBN
128869	SGMS1
128883	EBNA1BP2
128885	KIAA0355
128888	APLF
128890	TMEM268
128895	E2F1
128903	GNL3
128904	CNRIP1
128914	SPHAR
128921	ST7L
128922	E2F3
128935	ZNF268
128949	EIF4A3
128960	PTPDC1
128961	TFPT
128967	GARS
128976	OR5J2
128985	LTV1
128987	RUSC2
128988	ERI2
128992	CFH
128999	C1QTNF6
129012	SLC25A28
129015	IRAK4
129019	RAG1
129030	AFAP1L2
129034	SPTBN2
129035	MPZL2
129038	MORC1
129040	NDN
129045	PIGL
129046	MGC70870
129054	ABCB7
129072	CENPP
129077	PRELID2
129085	A4GNT
129086	ARHGAP21
129093	CHD2
129095	SCCPDH
129097	BICC1
129099	MAP4K1
129100	TLR1
129105	SUCLA2
129107	ZNF501
129115	RAPGEF5
129116	LGMN
129120	CTAGE1
129131	PDZD9
129133	HIST1H2BI
129144	PKP4
129149	UROS
129176	SYNCRIP
129182	NKG7
129186	RAB22A
129187	MEPE
129188	MSN
129189	SNX13
129200	GNPNAT1
129201	UTP15
129209	CDK14
129212	COG3
129217	ZNF417
129222	TM4SF19
129229	RAB11B
129238	ZNF582
129247	SLFN11
129254	CATSPER3
129260	ID2
129272	PSMD11
129290	SLC2A11
129300	TXNL4B
129301	G6PC
129308	SNRNP40
129321	CTNNAL1
129322	CEP164
129324	OR5D16
129326	TRMT6
129331	TMPRSS11E
129341	PML
129345	KLRC3
129347	OR2K2
129350	MLLT3
129351	PSMA8
129354	TXNDC5
129361	SLC16A3
129396	EMD
129402	JADE2
129420	PDCL3
129422	NOL8
129423	GGNBP2
129428	OSBPL8
129434	RMND5A
129437	SAP30L
129441	OPTN
129445	SRSF3
129450	NONO
129456	TRIM22
129457	NUDT16
129462	HAO2
129465	LDAH
129480	PHOX2A
129496	GNA14
129498	BAG5
129507	OGFOD2
129509	NOLC1
129518	RFT1
129530	HSPA5
129535	ULK4
129541	ORC2
129544	TNFRSF10A
129575	PPP1R12B
129580	CNTN6
129583	ARHGEF4
129587	SLC25A18
129590	AIFM2
129596	AP3B1
129598	ATP1A4
129629	PAN2
129633	TOR1AIP1
129646	BCLAF1
129649	CNBD2
129651	MARCH6
129653	FCAR
129664	NUS1
129668	PPP4R1
129683	MTM1
129685	CLPTM1L
129690	BMP15
129694	MON2
129698	MGAM
129701	PCMTD1
129713	CNTLN
129728	RBCK1
129739	TMLHE
129740	RBP7
129748	GDPD2
129761	AQP2
129764	ACADS
129766	KIF22
129768	LTBP3
129769	TNIP3
129778	B3GNT5
129788	ALG5
129797	PLP1
129808	PPRC1
129811	ASH2L
129812	DARS
129829	RND3
129834	SEMG1
129835	ABCA13
129845	SLC36A3
129851	FAM159A
129855	OR5P3
129856	NXPH2
129877	SLC39A2
129885	MTA3
129886	HERPUD2
129890	TUBA3C
129897	NCBP1
129911	VPS26B
129918	CLDN10
129922	IGF2
129926	SDAD1
129930	OR2A12
129934	CCDC97
129936	FAM21A
129943	NEU2
129947	ANKRD30A
129951	PHACTR4
129972	PXMP2
129974	ADAMDEC1
129975	OLFM4
129980	IP6K1
129985	SLC25A40
129999	PIK3C2B
130007	CNNM2
130009	PKD2
130014	PRKCA
130047	ZNF394
130048	ZNF576
130052	TRPC4AP
130053	SDHAF3
130055	TCEAL7
130061	CCT6B
130067	OR4C3
130092	LGALS7
130113	RBM26
130116	CEP250
130122	CTDSPL
130135	SIAH1
130150	C6orf89
130160	SMU1
130161	ATP2C1
130163	MPI
130164	COX6C
130169	SH2D3A
130180	ZNF22
130196	CPED1
130209	GC
130217	DPY19L2P2
130234	GGA3
130238	RAD51B
130259	HCCS
130267	EIF3J
130268	NOTCH2
130269	WT1
130276	PSG9
130284	MINA
130286	CCDC142
130287	GABRE
130288	WDR7
130291	GPR174
130297	CDCA8
130304	NT5DC1
130306	CCDC60
130312	GRPEL2
130314	ZNF689
130316	SLC16A6
130322	IL1B
130323	LAX1
130326	RBL2
130328	DHX33
130335	KIF13B
130349	UBL3
130350	EDA
130362	TDG
130367	TBR1
130369	CHSY1
130373	ADAM32
130379	CSN3
130394	AP5S1
130396	MBL2
130399	CKS1B
130400	SERINC3
130401	FGF18
130410	HMGN5
130411	FAM53B
130435	DYRK2
130443	HINT1
130462	HSPA14
130465	CDC6
130483	CLEC5A
130487	RAB11FIP4
130490	DHX32
130493	CLINT1
130495	FAM19A2
130497	OR4A47
130500	ARMC10
130502	MBP
130505	CDH1
130525	SPRY4
130534	SMCO4
130538	TAF12
130541	PALLD
130560	NLRP3
130575	PTTG2
130576	GSDMB
130579	SPACA9
130598	SNX21
130602	ANKRD27
130624	SPC25
130634	ALG6
130642	CNTD1
130643	PROCR
130644	MOB1A
130652	MRPL3
130657	DPPA2
130673	PCDH9
130675	TEX2
130677	IFIT2
130678	PA2G4
130681	NDST3
130690	SRXN1
130706	CLPP
130710	SLC25A29
130712	GRHPR
130720	WFDC5
130722	NAPB
130734	BIRC7
130747	RPL29
130750	BEND5
130755	SULT1C4
130759	MAP1A
130761	C16orf54
130769	MYO3B
130778	GRAMD1C
130779	DYNLRB2
130781	PMCH
130789	CLEC3A
130794	KATNAL2
130812	SMARCA2
130826	CXorf36
130833	DEFA5
130854	DCLRE1C
130858	ZNF574
130862	CRCP
130870	BPIFB3
130884	NCAM1
130913	GCNT3
130916	MS4A12
130921	FEZ1
130933	RHOU
130937	RPS15A
130950	WNT7B
130951	PTBP2
130955	TNK2
130956	RNF220
130985	LHX8
130989	TOR1A
130995	PHKB
131002	CHD8
131009	LEKR1
131020	RAB6B
131021	ZMYM4
131028	CDC14B
131033	DDX58
131054	TPT1
131059	PLEKHF2
131064	ZNF429
131072	ELP3
131082	CNOT4
131092	CDK3
131093	FSD2
131117	SECISBP2L
131123	SLC2A5
131125	HIBADH
131148	POLR3H
131149	IFI30
131163	TRIM34
131190	LAT2
131198	PDE6A
131216	BID
131242	PCDHGA1
131252	MAPK4
131259	HLA-DQA1
131260	ADD1
131265	HSPE1
131287	ISLR2
131307	VGLL4
131316	GPHN
131318	FAM135A
131320	KCNMB3
131321	TEAD1
131332	TCAF1
131337	GRINA
131346	TMEM209
131347	HIST2H2BE
131358	CDKN2B
131361	SH3GLB2
131364	PRAMEF2
131365	PCGF1
131372	GUCY1B3
131399	XPR1
131401	STIL
131407	UTS2R
131410	CRX
131425	WFDC12
131428	MBD3L1
131440	OR8D2
131445	LY6E
131459	MORN5
131473	RASGEF1B
131475	PRSS8
131479	PLEKHA7
131480	HNRNPLL
131500	ELMO1
131512	TMEM107
131513	IL1RL1
131521	FMO1
131534	CD180
131538	DNAJB6
131540	APCDD1
131543	NAB1
131551	SLC3A2
131558	FAT1
131567	CETN2
131581	MED1
131594	FGD5
131595	PTN
131599	CDH23
131603	SH3RF2
131604	LARP1B
131617	APLP1
131619	MYL2
131628	MTURN
131641	LAMA3
131642	IRAK1BP1
131648	KCNQ5
131650	CWH43
131658	CYP2E1
131659	GABRR2
131665	SLC25A30
131667	KIF24
131671	DRD5
131673	PRAF2
131675	PDE4B
131677	SHISA4
131680	HOXB5
131688	LSM7
131693	E4F1
131694	C19orf43
131706	CRKL
131715	FAM122B
131734	LYSMD4
131735	IL22RA2
131758	RANGAP1
131781	MEN1
131792	LRRC75B
131799	SYNJ2
131820	DDX27
131855	GPR75
131856	RANGRF
131863	IL17D
131873	APBB2
131889	ASB11
131899	DACH1
131901	RPS20
131913	MXD3
131915	CCL3
131917	SF3A3
131924	SP8
131928	KMT2B
131931	ICAM3
131936	VPS25
131957	PRR34
131962	HPS4
131965	EMC10
131968	ZNF789
131972	BUD13
131975	ING1
131983	CLEC4C
131985	RTCA
131996	FGF20
132006	TRA2A
132007	TNP1
132011	CCDC43
132027	IL18
132030	CMKLR1
132032	ACTG2
132033	EIF3H
132046	CISH
132049	RHBDF2
132053	RNF121
132057	HIST1H2AC
132060	TMEM127
132086	VRTN
132093	ACAD9
132104	ANKRD54
132109	U2AF2
132134	TNFRSF13C
132137	CST5
132143	ZNF665
132155	MYL7
132159	DDHD1
132162	HIST1H4B
132165	IFNA13
132173	DIRC1
132186	CHRDL1
132190	AP3S1
132194	ITGA6
132195	C3orf14
132198	RPS27A
132199	ACKR1
132203	ALDH18A1
132205	FMNL3
132208	KLHDC10
132214	STARD3
132221	YPEL5
132227	BRD7
132230	MAZ
132237	RHPN2
132240	ABHD10
132241	LONRF2
132242	WDR47
132261	ZPR1
132276	APOBEC3G
132281	PAGE4
132282	FGFBP1
132288	SLC20A2
132291	ATP1B4
132301	CHMP2A
132306	RAB39A
132312	SMCP
132315	TPSD1
132329	GTF2I
132348	WRAP53
132356	SLN
132362	TRIM51
132367	KCNH1
132369	GDI2
132380	ATP5SL
132381	SLC25A34
132401	DDX4
132403	C11orf71
132432	CCDC28B
132438	PICALM
132453	RAI14
132482	BCL11A
132485	PPP2R2C
132489	EPHX2
132491	CNTFR
132506	CAPZB
132521	NME7
132525	WDR49
132528	PDE10A
132542	MISP
132546	MTMR8
132549	FAM111B
132554	INSIG2
132559	DAPK1
132568	POLR2C
132572	PTER
132577	IL15RA
132590	TCHHL1
132592	TARS
132605	THBD
132610	KLHL9
132618	PTGES3
132620	FGR
132621	TKTL2
132622	ADGRV1
132629	MFAP3
132641	SHOC2
132642	LSM1
132644	RHBDL3
132648	TCP10
132653	NPEPPS
132657	MRAP
132658	FAM162A
132666	MYC
132668	ADD3
132671	GYPB
132706	PPOX
132709	UMPS
132722	ECE2
132733	RPS7
132735	UBQLN1
132742	MELTF
132744	IL24
132747	GCSH
132753	SSBP3
132773	DAXX
132783	ZBTB3
132795	RIPK1
132805	TSPAN32
132811	OR51B4
132812	ZNF165
132844	SLCO4A1
132870	POMP
132874	TRBV3-1
132878	CD22
132880	NUP98
132884	DHDH
132888	NEFM
132892	HIPK3
132901	GGA2
132906	LIMS2
132913	MRPL17
132917	MRPL4
132926	APOBEC3C
132929	CAPN1
132930	NME5
132931	PDZD8
132937	PHF8
132981	CRAMP1
132987	RLN2
132989	ISM2
133013	CHST4
133014	SCARA3
133035	COPS7B
133041	PSKH2
133054	ELL3
133071	ZNF585A
133096	ZNF335
133100	CCL20
133117	MS4A15
133129	CALCR
133131	PGLYRP1
133132	ASNSD1
133133	SLK
133142	MAD2L2
133148	NDUFS5
133193	IFIH1
133195	ADAM2
133200	PREX2
133206	BRPF3
133209	RAP2C
133219	RAD51B
133221	ESAM
133236	RAD54L2
133237	KNL1
133241	KIF2B
133244	ABCF2
133261	RFX5
133302	CBLB
133312	CDKL1
133316	SLC25A27
133317	KLK9
133333	SRGN
133345	SLC39A7
133346	CYC1
133347	GSTK1
133352	TFG
133364	MGARP
133365	FFAR2
133372	ASCL3
133376	ZNF576
133385	RAB9B
133386	FBXL12
133393	DMC1
133394	GLYATL2
133397	TMEM136
133411	ADAM11
133413	PEPD
133424	ENTPD8
133431	TFE3
133450	LATS1
133468	GOLPH3
133475	KRTAP3-1
133487	COL26A1
133488	ISCA1
133491	KLK13
133496	ARL8A
133501	EXPH5
133505	FAM189A2
133510	USP54
133511	CEBPE
133543	ATP2A3
133551	EGFLAM
133553	LRRC17
133558	TMEM63C
133565	H6PD
133574	FRAT1
133590	GSTT2
133592	POLR2H
133594	SCOC
133600	ZNF331
133604	CD44
133608	CHST9
133610	ISG15
133626	AATF
133640	EVA1A
133654	TP73
133657	PAK6
133658	TTBK1
133662	IGFLR1
133664	SP5
133672	ERVW-1
133679	ACER1
133690	OSR2
133710	CUL4A
133721	ZFP69B
133722	USP34
133732	AFTPH
133736	PPP2R3B
133742	PLPP3
133743	AZIN2
133751	ZP1
133756	TSGA13
133759	GSTM2
133761	C3orf52
133766	P2RY8
133788	NPR3
133794	TACO1
133807	MYH6
133819	RPL19
133823	SALL3
133849	PYY
133861	MTSS1L
133862	PRRT1
133876	ACOT7
133891	RHOT2
133903	UBE2L3
133906	TGFBI
133919	KRT84
133921	GGT7
133923	PBXIP1
133924	DNMT3B
133925	CYTH3
133933	ACTRT2
133936	C1orf115
133942	NRSN2
133968	MPV17L2
133973	SULT1C2
133979	KLHL30
133986	MEIS2
133990	DRC3
133995	FAM91A1
134009	CDH12
134014	ST3GAL3
134015	ZNF565
134017	MCC
134023	GTF2B
134027	RASGEF1C
134034	MAGEB2
134044	CRISP2
134052	CTPS1
134055	COX7C
134061	DCDC2
134065	STAG2
134083	UGCG
134084	BACH2
134095	SLCO2B1
134100	ONECUT2
134108	LOXL3
134119	OR10H1
134128	MYH11
134130	MRPL35
134134	MYOG
134149	LPCAT3
134150	COQ8B
134154	CWC22
134168	RPS14
134187	MS4A3
134208	CDH4
134212	PRICKLE2
134218	MRE11A
134223	GPRC5C
134224	ST6GALNAC2
134225	ZG16B
134230	GTF2H4
134233	CHRNA4
134236	GNL1
134237	SBDS
134244	SMG7
134248	LARP4B
134259	DNAAF1
134260	PCBP4
134262	CCIN
134265	LYZL1
134269	DPM3
134277	ZCCHC3
134280	SPRY3
134286	RRM2
134287	TMPRSS5
134294	PLBD2
134295	CREBRF
134303	NOD1
134305	ARPC1B
134309	CHMP6
134316	RAET1E
134321	LHFPL2
134330	SEMA3B
134341	ADAMTS7
134344	YBX2
134357	FBXO8
134359	LGALS12
134376	PEF1
134377	RCBTB1
134379	PLA2R1
134383	CHD1
134385	PPM1L
134387	OLFML2B
134408	ERBIN
134430	ATPIF1
134436	S1PR3
134437	TAF1C
134443	AKAP14
134444	GOLM1
134459	RAB20
134467	CKAP4
134472	ZBTB9
134482	HGH1
134496	PCNX1
134498	SLIRP
134501	XKR8
134508	PDE1A
134522	ALDH3B2
134523	SPINT1
134526	TRIM33
134530	SKP1
134531	RORA
134550	ZNF287
134551	SERPINI1
134562	SHROOM3
134565	PPP2R5A
134585	BAGE
134586	CYP3A7
134601	TMEM163
134602	LRG1
134611	DMKN
134614	CCDC127
134617	ADGRG6
134635	CDKL4
134636	PROC
134657	LONP1
134659	KIF6
134667	CNOT10
134672	LAT
134677	CCDC191
134683	ETV3
134692	TIMP1
134696	PRTFDC1
134700	TMOD2
134706	BNC2
134713	PLA2G2A
134716	RBM23
134740	FKBP1B
134746	PTH
134753	GSG2
134760	FGFRL1
134780	BLOC1S1
134790	PTGER3
134821	PPP4C
134828	ZNF747
134829	INGX
134831	HHIPL1
134842	MRPL48
134845	NAV2
134846	FAM122C
134853	PURG
134864	SLC25A44
134869	AGPAT3
134875	TMEM86A
134877	MRPL52
134886	TMEM203
134895	SEC16B
134897	PCYT1B
134901	SYCP2
134903	CTBP2
134910	CAMP
134942	P2RX1
134949	SPATA16
134950	AVL9
134964	MSH3
134981	TSPYL4
134984	MRPL19
134997	RELA
135001	CATSPER1
135004	GPR27
135005	FGF21
135007	KCNJ5
135015	ADAMTS10
135020	CCDC86
135034	RARA
135048	STRADB
135060	SLC35D1
135074	FOXE1
135075	PADI1
135077	RBBP8NL
135080	WWOX
135086	CYP1A1
135091	USP2
135095	EPHB1
135104	B3GNTL1
135105	SPTBN5
135111	PDCD10
135116	PACS2
135127	ZNF687
135130	CDCA5
135135	PIK3C2A
135139	RNF25
135157	MAPKAPK3
135162	MRPL33
135171	ATAD2
135186	ATP11C
135191	ZNF839
135202	RPL4
135224	DGKQ
135228	SPI1
135233	SUPV3L1
135234	CRIP1
135238	RELB
135249	PFDN5
135268	MAVS
135285	STT3A
135288	GBP6
135293	CCL8
135302	TOP2A
135309	C1QTNF3
135310	C20orf144
135316	VDR
135323	THEMIS
135333	SLAMF7
135336	CYP2C19
135343	BDKRB2
135356	MLLT1
135368	SOWAHA
135372	COX7A2
135382	MRM3
135386	CSMD2
135387	GADD45GIP1
135410	APPL2
135413	DEFB129
135414	SPAG17
135420	MMP11
135421	GRN
135425	IGHMBP2
135433	MARVELD3
135435	DMXL2
135437	COLQ
135438	ZNF584
135443	TCEAL1
135453	AVPR1B
135454	CD52
135455	TMEM161A
135458	CITED2
135473	CFAP53
135487	EPB41L4A
135492	MLX
135494	IL12RB2
135507	CLOCK
135509	GPR84
135510	CREB3L2
135512	SPRYD4
135517	ADARB1
135524	BRSK1
135544	GAS2L1
135546	KCNJ11
135547	SLMAP
135567	PREPL
135570	TMEM44
135597	KCNK3
135603	SLC35E4
135605	TTYH1
135619	ATF6B
135625	SFI1
135630	C11orf49
135639	QARS
135643	RPS27L
135647	TTLL6
135648	SYT16
135656	NPDC1
135660	SLC12A4
135689	VSTM4
135701	ADAMTS17
135704	CSNK2B
135724	MEGF11
135738	GABRP
135746	RACGAP1
135754	C10orf107
135763	ZNF425
135769	PITX3
135778	BOK
135784	CYTH4
135791	RLBP1
135801	RAB9A
135806	RNF113A
135807	ANAPC1
135809	LTB4R
135810	LRCH4
135812	HOXD11
135832	ILDR1
135833	RPL6
135840	ELL
135848	ECI1
135850	NTN1
135851	REN
135856	EXOC3L1
135861	EIF1AD
135865	ATP2B3
135899	HOXC11
135900	ISCA1
135914	FOXC2
135915	FOXA2
135917	SEPT4
135918	RBM25
135922	OSBPL7
135929	ALG8
135930	SMOC2
135934	ADAMTS12
135936	SLC22A2
135945	FAM167A
135952	FBXL6
135957	SLC6A18
135963	LETM2
135972	DOK5
135973	SH3TC1
135983	WDR61
136002	STAT1
136006	SHBG
136008	ARID4A
136010	DEFB126
136013	MAP3K2
136033	MCTP1
136035	ACCS
136049	D2HGDH
136062	SCRT1
136063	RDH8
136076	CAPN11
136109	EFCAB11
136111	KRTAP17-1
136112	WDR83OS
136133	ARHGAP26
136156	SERPINF2
136165	USHBP1
136178	GEMIN8
136187	LENG9
136196	LARS2
136199	EFCAB13
136201	CCR2
136206	CSF3R
136207	SERPINF1
136211	ADCYAP1R1
136220	MRPL12
136224	GLS2
136229	PIGO
136242	DDT
136245	NBPF14
136254	UBXN11
136269	NTMT1
136270	SMARCE1
136271	C1orf116
136272	CCDC7
136273	TIPIN
136287	OSCAR
136288	RANBP10
136293	SHARPIN
136294	TXNRD2
136295	CCDC116
136297	PCDHA11
136298	CCDC155
136300	TYW1
136308	ABCD4
136311	MRPL37
136315	BGLAP
136318	CHST8
136330	HSPA2
136386	FN1
136426	CORO2A
136430	SEPW1
136439	TRIM67
136440	RHBG
136442	DDX56
136444	BRSK2
136461	PFKFB4
136465	OR8A1
136473	TIMM8A
136474	UNC5CL
136477	VPS37A
136478	CDHR2
136497	P2RX3
136502	NSUN4
136504	LBHD1
136517	MAMDC4
136522	TMEM18
136536	AZGP1
136548	DYNLRB1
136557	ZNRD1
136570	COL4A3
136571	INTS3
136572	ATF6
136576	FSHB
136578	SUMO3
136580	PRICKLE3
136586	C7orf43
136595	DCTPP1
136601	MARCH9
136614	ACTA1
136625	TMEM47
136646	ANTXR1
136648	LOXL2
136651	DPP10
136652	RAB11FIP4
136661	SLC39A5
136663	HEATR6
136670	RUNX1
136671	FYCO1
136673	ZNF100
136701	MASP2
136715	PDIA2
136723	PCSK4
136724	ANO5
136743	NCOA1
136748	SPRR3
136761	PRTN3
136764	KAT2A
136765	MMP16
136788	ALX4
136803	ONECUT1
136844	EIF5B
136848	PARK7
136853	CHRM3
136854	EMID1
136860	TCEAL2
136865	WWC1
136879	DCAF11
136889	CSNK1G1
136897	SNIP1
136898	MFSD14B
136902	HSPA13
136906	BLOC1S4
136918	STX4
136922	NOX3
136923	RSPO3
136927	NOVA1
136928	TIGD6
136939	CCDC84
136952	EGFR
136965	CACNB2
136978	ADAMTS5
136995	C2orf16
136996	MARS
137001	LRIG3
137024	ACOT13
137034	BEX1
137044	VNN1
137055	MAP6
137059	AFG3L2
137064	AMDHD2
137071	CUX2
137076	C17orf49
137081	BTN3A2
137086	ANAPC13
137096	TCTN2
137101	ZNF791
137105	CNTNAP4
137136	GULP1
137143	TBC1D10C
137145	RS1
137150	TOX4
137154	NKAIN2
137159	KRTAP3-3
137164	RNF19B
137165	CSRP2
137172	CYHR1
137184	ZFPM2
137191	ATP10A
137199	NUP62
137200	QRFPR
137204	ELFN2
137233	SNRK
137237	ATG2B
137238	KCNH2
137251	GFOD1
137259	TAF7L
137261	SLC22A5
137265	C3orf67
137266	PI16
137281	CAPZA1
137286	UPF1
137292	CDKN1A
137302	SCAP
137305	TAGLN3
137311	TULP1
137314	CCDC71L
137317	SCFD2
137322	SEZ6L2
137323	CCNB3
137355	RUNDC3B
137362	CANX
137363	INO80C
137371	PRKDC
137372	OR56B1
137374	DOLPP1
137377	ESX1
137383	ZCWPW1
137388	PPM1D
137396	OCM2
137403	GRM7
137407	USP3
137428	MAML1
137431	DMD
137435	MRPS10
137437	SNCAIP
137438	HBG2
137449	TSPAN6
137452	TTC38
137468	TTC23L
137488	NMD3
137496	OR4B1
137498	FBXL3
137501	FBXO21
137503	DFFA
137521	ITGAE
137522	OR52A5
137528	DCTD
137530	CER1
137540	RAB39B
137543	HYDIN
137546	WNT16
137555	URI1
137556	NAA16
137559	AGL
137563	ACAT2
137567	ZNF443
137591	KCNA1
137614	CHID1
137616	GMDS
137620	UBTF
137623	RNFT1
137630	NDUFB3
137640	PKNOX1
137648	PIM1
137654	TMEM126B
137656	MKI67
137657	ACTR3B
137659	ABHD6
137680	RPL39
137683	URGCP
137690	IL3
137695	SHTN1
137704	PARD6G
137709	HDAC5
137724	ATP10D
137725	CSTB
137737	MECR
137738	UCP1
137759	TUBE1
137763	FAM69B
137785	SP140
137795	FBXO34
137796	BCKDK
137801	PSMB1
137815	HPDL
137828	ERLIN2
137834	MYO5C
137837	GAS2L3
137843	DRC7
137850	HHATL
137875	TROAP
137887	C12orf54
137888	SLC32A1
137894	DUSP9
137897	TNFRSF12A
137904	TCHP
137907	SMARCC2
137911	WDFY3
137919	IRAK2
137923	CERS2
137924	FRAS1
137937	CSTF2
137942	MGST1
137968	OCRL
137970	XKR7
137978	PLXDC2
137980	SAE1
137981	RPS6KA1
137986	IL13RA1
138012	MALSU1
138013	PYROXD1
138016	PQLC1
138018	MAPK1
138026	KIR3DL1
138036	RIC8B
138045	MDFI
138065	INMT
138098	RNFT2
138101	ZBED6CL
138108	LHX3
138121	C1D
138122	C1orf64
138127	SCUBE2
138129	PLOD3
138137	HACL1
138148	MGAM
138157	APOBEC2
138160	PIK3CG
138172	C9orf3
138177	PGM2L1
138178	OR4S1
138183	SLC26A1
138185	PCK2
138186	SLC25A10
138193	P2RX7
138195	IGKC
138197	PGAM5
138203	RGS20
138213	DSTN
138245	OR4F15
138257	HCN3
138269	POLR2F
138281	RXRG
138287	HIST1H2BJ
138307	SPRED2
138321	CCL21
138336	NEK10
138342	MKS1
138344	PLEKHN1
138352	RCC2
138355	BSND
138366	SERPINA12
138374	UROC1
138381	TRAF5
138389	PIK3R2
138406	SOX30
138407	ADAMTSL4
138411	MRPL16
138425	TRPV5
138432	TMEFF1
138451	DPP8
138455	NCKAP5
138473	FPGT
138479	ABI1
138481	CNN3
138497	XKR9
138515	CD74
138519	TTC37
138526	RPL7
138543	HACD3
138549	KLF12
138553	ATRX
138575	ACPT
138581	TMCC2
138602	MXI1
138606	OTUD5
138609	APLNR
138615	SEC61A2
138620	APOBEC3B
138631	DHX15
138633	RHOD
138642	POLR1A
138654	MR1
138669	OR8G2
138685	MAD2L1
138686	ATP8A1
138688	MDGA2
138689	RANBP17
138691	OR5AK2
138696	LRIG1
138702	PTPN11
138703	OXSR1
138722	EPHA8
138735	IRF6
138737	PLXNA1
138738	CEP76
138742	UROD
138744	JKAMP
138753	DNHD1
138764	PAPLN
138768	STX11
138781	CDH17
138789	HIF1A
138794	SLC38A2
138798	ZNF644
138799	BIN2
138803	MRPS26
138808	C10orf35
138818	TET1
138830	TNFRSF10C
138839	SARAF
138847	ZNF44
138851	CNOT2
138852	PARM1
138864	FRAS1
138869	TMEM135
138870	ELMOD1
138873	HPS3
138876	ZNF185
138880	MRPL39
138890	PPL
138895	SGPP2
138904	SLC15A3
138911	PCDHB6
138914	BECN1
138921	ACTB
138923	PIAS2
138929	STK39
138947	PSMG2
138962	BST1
138964	PGK1
138971	MDN1
138995	PKM
139001	HADH
139004	TMEM14B
139007	LARP7
139008	LOC400590
139011	RDH10
139014	ADIPOR2
139025	GFRAL
139029	GPR15
139039	DUS4L
139042	UBE2N
139052	VAPA
139053	AIP
139060	SCGB1D1
139068	ARAP2
139069	PHACTR2
139072	NONO
139073	MPZ
139074	PSG7
139075	PHLPP1
139091	RBMX2
139103	RNASE1
139124	OR5A1
139126	RIDA
139128	HTR1A
139130	NEXN
139135	NCAN
139136	C1QL4
139142	ZNF232
139154	IQCK
139158	EVI2B
139162	TIMM8A
139170	EYA1
139177	LOC81691
139178	KIAA0753
139183	FAM49B
139188	CCAR1
139192	ACKR3
139199	CDC23
139206	SNRPB2
139212	SYT4
139228	TIMM9
139236	GOSR2
139242	PPP1R11
139262	ZNF706
139282	GAP43
139289	WFDC10B
139295	MARK3
139296	CAGE1
139299	PDE2A
139305	TERF2IP
139312	CCDC96
139315	CPXM2
139326	ITGA4
139346	ISL2
139356	MRPS23
139359	ZRANB3
139373	PLEKHA1
139374	EDIL3
139377	ALB
139378	SOCS5
139386	DIP2C
139431	SLCO1B1
139438	SIGLEC7
139445	CDC34
139446	ALOX15
139449	TMEM115
139453	C16orf89
139455	LCT
139466	APRT
139471	CHMP3
139480	AGXT2
139484	DTX1
139485	KCNMA1
139490	DPP9
139494	WNT5A
139495	MXRA5
139501	EIF4G1
139505	GOLGA7B
139519	SEMA6B
139521	CHDH
139522	PLA2G2D
139546	ZIC1
139550	DLGAP1
139587	MDP1
139589	MTX1
139600	USP9Y
139640	CCDC87
139645	PDZK1
139659	ADAMTS15
139666	MUS81
139679	ZNF415
139683	IQSEC2
139692	SLC25A46
139693	LIPT1
139697	GJD2
139703	SPRR1A
139705	CASP14
