probe	symbol
169183	APC
169184	MEDAG
169185	MTNR1B
169187	WSB2
169191	C5orf24
169202	CT55
169205	DIS3L2
169211	FAM178B
169212	NLK
169215	FTMT
169221	VDAC3
169226	THBS2
169230	DNAL4
169234	CCDC51
169243	DHRS7
169245	CARTPT
169248	PPFIA2
169257	ATOH1
169261	NAXD
169275	TCTE1
169278	DNAJA3
169279	ARID3A
169282	UBAP1
169292	NAP1L3
169298	EEA1
169301	TRIM36
169302	KPNA5
169311	IPMK
169314	RPA2
169324	GRIN2A
169331	L1TD1
169345	NUDCD3
169363	ATOX1
169367	EOGT
169378	PDZD3
169382	APOBEC3A
169383	SERAC1
169385	XPO5
169392	RB1CC1
169395	OXR1
169402	PCDHB5
169414	SULF1
169429	FBXO25
169440	SPEN
169455	SURF4
169462	PPFIA1
169469	SLC1A1
169472	BMP10
169477	ELP2
169478	EXOC8
169496	MRI1
169499	ANLN
169512	TMEM141
169515	ZNF529
169525	H2AFY
169526	SPON2
169529	MRPS25
169538	GPR20
169560	HIST1H2BE
169562	S1PR2
169568	LCAT
169571	CCNB2
169575	TRPV6
169601	MTFR1
169607	MTDH
169608	DIP2B
169614	CPD
169616	DOCK2
169620	NOB1
169622	ZZEF1
169629	TEKT3
169639	DCTN6
169642	BIRC8
169646	ZDHHC6
169647	IKZF1
169650	SLC15A1
169657	DALRD3
169663	ANO3
169670	TCEB3C
169674	PSMD9
169676	UBE3A
169679	SPTLC3
169680	GABRA3
169689	MB
169704	TRPM3
169714	TRGV7
169718	NELFE
169723	PBK
169750	STAMBP
169754	FAM45A
169760	TAOK1
169761	IL18BP
169776	OPHN1
169779	NPBWR2
169781	NCOR2
169783	ZDHHC9
169792	USP54
169799	PCDHB8
169809	GSTA5
169815	TARBP1
169828	OLIG1
169837	CRYGD
169845	TIMM22
169848	SIPA1L2
169853	NKX3-1
169864	FNDC11
169872	CCT4
169875	FSCN1
169878	ZBTB32
169880	MIB2
169895	DPCR1
169898	RNF2
169900	TTC26
169935	CYP11B1
169945	NDRG1
169947	ZNRF2
169949	LAMTOR2
169951	RPS18
169952	BBS7
169954	SNX6
169970	SSMEM1
169981	IGSF9
169984	SEPP1
169985	SPRYD3
169987	NXF2
169988	UBE2W
169990	ZDHHC7
169995	CCNO
170016	C1QA
170018	CCL18
170034	TOX
170038	HEBP2
170041	NPC1
170046	GPHB5
170049	GTF2F1
170057	TTC25
170063	MAMSTR
170069	ALOX5AP
170090	DSP
170092	MAU2
170093	IGFBP7
170096	TMEM176A
170099	C3orf36
170102	PMVK
170108	PPIAL4A
170116	NXNL2
170127	PPM1E
170165	GUCY1A3
170167	TNFSF8
170177	BARX1
170191	SOD1
170196	SCYL2
170202	TRAPPC12
170211	IGFBP5
170215	NRG2
170220	PCDHA1
170227	AGFG2
170231	TRIM52
170235	AKR1A1
170242	TBK1
170246	CELF6
170247	PDE3B
170264	PGLYRP3
170266	PDLIM4
170281	PSMB7
170285	SNCA
170287	RNASET2
170320	IGDCC3
170327	APMAP
170332	TMTC2
170337	VEGFC
170351	NEIL2
170352	CYP4F3
170354	MRPS18A
170355	FZD7
170362	ZNF598
170365	NFAM1
170374	TNK2
170380	PUS7L
170381	ZNF746
170405	KCTD11
170408	TMEM27
170410	ZFPL1
170411	CFLAR
170412	COMTD1
170419	PIGQ
170422	CEP250
170428	LY9
170455	ACVRL1
170458	NFKBID
170461	ZNF385B
170466	CDK5R2
170467	SNAPIN
170468	VILL
170489	MDN1
170495	HVCN1
170501	GUK1
170503	ASCL2
170508	ABCC6
170515	OR6Y1
170532	CD226
170538	CRISPLD2
170540	GMCL1
170547	SERPINB7
170548	SLC39A4
170551	C22orf29
170559	CRYL1
170566	ILDR2
170584	EVA1C
170585	DMRTB1
170593	ELMO3
170611	EFNA2
170630	SRGAP3
170653	CTNNBIP1
170657	SLC30A8
170658	CMTR2
170661	LCN6
170664	ANGPTL6
170667	IGSF1
170669	PPP1CB
170685	TCTE3
170697	DDX41
170698	LOC100288911
170701	ARSA
170705	CLEC17A
170722	EXOSC8
170733	WHRN
170734	NQO2
170748	ABCB5
170749	TGFB1
170756	WNK4
170759	CNTN2
170767	POLD1
170769	ZNF438
170781	TKT
170784	FAM9C
170786	VPREB1
170793	RPS25
170799	SCO1
170804	LHFPL4
170808	PTGIR
170823	IFITM3
170831	MFSD2A
170833	LRRC27
170835	NYX
170843	NEK8
170844	GNLY
170848	SUDS3
170849	GNAT1
170858	PAX2
170863	SLC25A51
170864	HAND1
170869	BRD4
170870	CDC37
170876	PHF5A
170883	LMF2
170890	TLX2
170892	BANF1
170927	CACNA1I
170943	BTBD2
170951	SMOX
170961	HBS1L
170968	KDM4C
170984	C1orf216
170985	MMP10
170987	SGPP1
170989	ZNF217
170995	ADAMTS8
170997	P3H3
171006	PSAP
171014	STIM1
171021	DEXI
171023	IFT57
171026	TMEM230
171037	ALDH3A2
171045	PHOSPHO2
171047	CLPSL1
171053	TMEM199
171056	CRTAP
171063	SYTL3
171070	SH3GLB1
171071	CEP83
171075	C11orf31
171090	PIWIL2
171103	GALNT3
171110	KEAP1
171118	CHPF
171123	EXOC2
171124	ITM2A
171126	SCAMP4
171131	KCNH6
171132	RAP1GAP2
171149	MYL6B
171150	UBE2F
171151	ZNF628
171154	NEUROG1
171160	GNAI2
171165	WDR1
171166	NAA38
171168	TRAPPC6A
171170	ECEL1
171172	GNAQ
171197	PTPN20
171198	SCHIP1
171202	SIVA1
171206	MYO1F
171212	XCR1
171223	ATP13A2
171224	FAM120A
171228	VKORC1
171246	IBA57
171247	TSPAN7
171248	KIAA1841
171254	CDC25A
171258	CYB5R3
171265	HMGN2
171273	GPCPD1
171290	BLNK
171293	CHTF18
171300	OR2S2
171301	MAP2K3
171313	FLRT2
171314	NUP153
171335	LINGO2
171336	THAP12
171338	CTRC
171339	ATXN7L2
171352	GUSB
171381	MAATS1
171385	ARFGEF2
171400	LAPTM4B
171414	GIT1
171420	KLHL21
171425	EHD4
171426	SYTL1
171427	KCNA5
171433	SLC5A2
171438	TMEM179B
171440	ZW10
171463	PLA2G4C
171464	RRP12
171467	NUDT8
171488	ODF2
171503	ZDHHC16
171508	PIEZO2
171509	PDHB
171525	BGN
171526	SIK1
171533	C1orf109
171539	MT1G
171548	CHST2
171551	KCNC3
171555	CALML3
171568	PISD
171570	YME1L1
171575	SLC24A2
171576	EPS15
171578	BSN
171579	ZNF324B
171580	VAMP3
171586	PTPRG
171589	ZFX
171600	HYDIN
171602	USHBP1
171603	DOK4
171604	WDR78
171625	PGM2
171651	C4BPB
171663	MYL4
171671	WNT3A
171678	OR8J3
171680	CSN2
171686	BRAT1
171687	NUP35
171689	ALPPL2
171691	RASSF4
171693	RAD51D
171701	DNAJB6
171706	TMEM117
171709	HR
171710	ARL6IP4
171712	TNNC2
171718	RRAS2
171756	CHKA
171757	C14orf79
171762	APH1B
171774	TUBA8
171778	IGLL1
171779	CD8A
171786	RIOK1
171791	PPAN
171807	SLC13A4
171812	DPM1
171815	FRMD8
171824	VPS4B
171827	FUT9
171828	DFFB
171874	ZBTB47
171900	KAZALD1
171918	VGLL2
171927	MMP19
171928	SPIRE2
171931	CHRNB2
171934	GUCY2D
171937	EEF1A1
171943	AK5
171944	PER2
171964	UCN
171965	LTC4S
171968	PPP1R3F
171974	GAS6
171985	PPP1R7
171995	SLC4A9
172008	TCEANC2
172020	NRBF2
172029	B3GAT3
172051	MATN4
172064	PHPT1
172069	CES2
172081	FAM120A
172083	RDM1
172084	CCDC138
172111	CITED4
172112	FXN
172114	KCNC1
172117	PDZK1IP1
172124	CACNG7
172153	INO80B
172158	ZNF667
172164	WNT5B
172165	FAM206A
172171	EPPK1
172172	MOCS1
172174	HPS1
172176	DUSP4
172180	CENPB
172181	RTP2
172191	GRAMD1A
172192	TMED1
172196	C8orf82
172218	TBX1
172219	ZNF333
172227	ZDHHC18
172240	ZCCHC7
172247	PEX5L
172250	IDUA
172273	VWA1
172274	FAM46C
172275	ADGRG1
172276	TFF2
172281	SCARF1
172285	INF2
172287	WDR3
172288	SUSD2
172291	BANP
172292	CD37
172296	TAGLN2
172299	FSTL3
172303	ATP6V0C
172307	HIST2H2AB
172316	LPO
172320	HRAS
172324	FBXO7
172334	STXBP6
172335	SEL1L3
172356	CUL3
172360	TMED8
172361	ZKSCAN7
172364	SBF1
172367	ZSCAN18
172369	RERG
172392	C7orf31
172396	FAM19A4
172414	UBL4B
172419	C15orf41
172451	DISC1
172454	SIKE1
172455	DLD
172458	GPRC5C
172462	COL11A1
172468	THEMIS2
172470	CNOT1
172479	FERMT1
172487	DCC
172495	GIT2
172499	SART1
172513	PALM
172519	SNCG
172527	GRK4
172536	TERF1
172546	NEIL3
172547	GHRH
172553	PHKA1
172558	CPSF1
172568	L3MBTL4
172572	TAGLN
172619	HLA-DOB
172625	IL20RB
172636	RASSF2
172664	CBX4
172671	PCDHB14
172673	GLI2
172674	VAC14
172676	MAGEE1
172677	DSCAML1
172684	TNFRSF9
172690	ANKH
172712	RLN3
172716	CLCN4
172725	KCTD18
172727	ANXA3
172733	ENC1
172735	CTSL
172752	FBXO34
172753	SPHKAP
172755	ZNHIT3
172762	MIIP
172773	ARRDC3
172779	SORD
172784	TTLL11
172786	NOVA2
172798	PHRF1
172800	FOXRED2
172824	TSC22D4
172828	BOLA3
172882	GALR3
172885	NEUROG3
172909	CTSE
172928	CDC42EP4
172937	P4HA1
172942	PYROXD2
172944	TMEM140
172950	CCR10
172951	CARM1
172963	DAZAP2
172975	GRID2
172976	SLC18A3
172982	PTGIR
172984	TMEM198
172993	ACOX2
173000	ZNF750
173001	BAG6
173004	ADAMTS13
173015	ZC3HAV1L
173022	CD151
173025	RGS16
173037	IL34
173038	SAMD15
173042	DHX37
173051	CUL2
173056	LAG3
173060	ATP2A1
173063	GNA12
173071	NRG1
173072	MT1X
173074	BCL9L
173075	GRIN2D
173076	S1PR5
173078	C8orf34
173085	BBS2
173087	GDF7
173089	SLC5A6
173095	DSN1
173099	SRSF5
173107	GRB7
173111	MTFP1
173113	DPYSL2
173119	CYSLTR1
173120	DNAJA2
173125	OR1J4
173146	DLX5
173149	HMGB4
173154	SEC23IP
173162	COLGALT2
173173	SRRT
173175	HNF1A
173179	LY6H
173188	COG6
173211	DDR1
173212	GSTA4
173221	LAMA1
173229	APOB
173234	COX7A1
173237	ACVR1C
173244	CRHR1
173247	PTBP3
173256	TMEM70
173260	PATZ1
173269	ZNF418
173286	MRPS33
173288	ABCC9
173291	SBNO2
173294	ANKRD37
173301	PODN
173308	MAS1L
173310	GBP4
173312	PDE4DIP
173319	OR5I1
173333	TMEM145
173337	CNKSR3
173339	NRBP1
173342	RASSF5
173352	SCP2
173356	CLCN1
173362	AKAP8L
173366	C19orf53
173374	APPL1
173378	GNL3L
173381	UNC119
173384	PLK2
173387	SSTR1
173391	DNAJB12
173408	CXCL2
173416	NPPB
173420	GPR61
173428	NANP
173430	CNST
173432	METTL4
173434	ALDOB
173449	CLTB
173450	TRAP1
173455	GTPBP10
173470	THUMPD2
173477	PSG2
173482	SALL2
173497	PTPN22
173499	PPIP5K2
173500	PHF13
173502	SP2
173504	RSPH4A
173505	PWWP2B
173514	RPS6KA2
173518	CTDSP2
173526	YIPF3
173538	PCDHGC5
173549	IKZF5
173551	MROH8
173555	HMGN2
173580	TRMT1
173584	ARL10
173585	PCDHA5
173591	TMC8
173592	TNFRSF18
173605	CUL9
173633	APC2
173642	KIAA1024
173650	ASXL1
173663	FAM133B
173676	GORASP2
173690	CLDND2
173692	MFSD6
173693	TMEM216
173700	CCNC
173701	POLR2E
173703	ODF2
173713	KRTAP9-4
173733	ATP5H
173735	NAPRT
173748	BCHE
173749	GNG5
173753	GJA5
173757	UFM1
173769	SOX14
173777	CTNNBL1
173780	S100A1
173781	AK8
173782	LAIR1
173785	TAMM41
173797	EML3
173815	ZSWIM1
173824	MMP24
173838	GGT5
173844	MIF
173846	GPRASP1
173855	OR13J1
173863	SLC17A5
173876	MBOAT2
173878	RAP1GAP
173887	LZTS1
173891	ESPN
173892	H1FOO
173895	SNX16
173899	SLC35D2
173909	EMP2
173910	ZNF280D
173916	SPACA7
173918	PRLHR
173920	TBC1D10A
173923	FANK1
173925	TBATA
173927	PCLO
173930	NACC1
173946	NKPD1
173960	ZHX3
173964	ELF2
173970	R3HDM1
173972	NUDT3
173982	EXOC3
173987	P2RY2
173988	C2orf88
173993	TM2D1
173994	HAO1
173997	MASP1
174000	SNX24
174008	PKP3
174015	GSTTP2
174022	PIGZ
174034	GGA1
174035	SLC17A2
174040	GHDC
174051	NR0B2
174056	APOL6
174068	SPDYC
174085	MYO1G
174088	OR51B5
174089	DNAH11
174118	LIPJ
174119	MT1B
174121	FUOM
174130	CECR6
174137	FAM96B
174139	UGT2B11
174153	GOLT1A
174178	LSS
174184	DMD
174186	FAM13A
174192	CRYGC
174197	PCGF3
174199	CAPN12
174201	DOCK9
174203	ABAT
174206	NDUFA4L2
174214	HIGD1B
174230	TNF
174233	UXT
174241	PPIL1
174242	SDHAF2
174250	ORMDL1
174254	PYCARD
174269	SRSF6
174278	IFNB1
174286	TRAPPC8
174290	FAM124A
174312	OGDH
174313	DFNA5
174314	TH
174320	TUBGCP4
174321	GPR139
174330	ZNF488
174338	PDE1B
174347	C8A
174351	CHAF1B
174354	WDR91
174358	TRMT112
174376	MAP1LC3A
174386	AK1
174388	NSG1
174392	THBS4
174393	U2AF1L4
174404	SCNM1
174406	TSPAN10
174409	TMEM5
174416	MYOC
174420	NOP2
174432	SPATA6
174455	HAVCR2
174460	MORF4L2
174461	CNIH1
174470	SIGMAR1
174472	PDYN
174485	SPOPL
174492	YY1
174493	FPR2
174494	KCTD5
174497	ADRB3
174499	PIGP
174510	SIN3B
174516	CCDC112
174526	FAM20A
174531	FANCA
174533	NOL12
174536	HIST1H3I
174543	SPSB1
174547	CDCP1
174552	TMEM245
174555	CEPT1
174556	KLF2
174568	SLC51A
174573	IGF2R
174576	GLB1
174579	EVI2A
174593	YY1AP1
174597	GTPBP8
174605	GGH
174614	ZNF569
174625	C16orf87
174632	OCA2
174638	SLC6A20
174652	VNN2
174653	BTBD8
174654	METTL17
174658	FOXG1
174663	PRUNE1
174671	OR51L1
174672	FPGS
174680	HNRNPD
174684	UBE2Z
174697	WDR49
174706	ST6GALNAC1
174713	ITPR2
174714	NDUFB2
174717	C14orf105
174725	CIZ1
174727	VIT
174731	HMGCR
174736	VGF
174740	TRIM2
174742	EFL1
174754	PAPOLA
174755	FAM53C
174757	CFAP43
174760	PFDN2
174774	RNF139
174782	MLN
174790	TMSB4Y
174796	ZNF75A
174797	GTSE1
174798	EZR
174805	NDUFA12
174810	ESM1
174832	FBXL13
174841	RUVBL2
174850	MYO18B
174868	ZNF653
174874	KIAA0430
174875	BCL2A1
174881	CCDC69
174889	CNTRL
174894	KCNK16
174895	RIOK3
174906	IPO13
174907	CDC27
174927	CMTM8
174935	ARSK
174945	CD40LG
174956	MACF1
174974	SOX30
174993	SEMA3E
174998	NSMCE3
175000	TM9SF2
175009	PPFIBP1
175018	CACNA2D2
175029	HDAC7
175030	UBXN1
175038	ZHX2
175040	ATP5G1
175042	SIPA1
175047	FKBP8
175055	C22orf34
175060	C10orf120
175091	LCP1
175097	AKAP1
175105	STOML3
175122	TUBA1B
175133	FBL
175134	DNM3
175144	PQLC3
175147	GLUL
175153	GJA3
175160	SUCO
175170	FCMR
175188	C2orf49
175193	SLC24A5
175200	PELI3
175201	BAALC
175211	ATP5J
175225	NFKBIE
175233	TIMM17B
175256	STX5
175262	XRN2
175266	MREG
175270	SPATC1
175289	COMT
175296	BCL2L2
175300	ACYP1
175316	GTPBP1
175324	GAPDH
175353	RTN3
175356	RRAGC
175359	RTP4
175369	SDK1
175373	STARD6
175376	SSR4
175380	CA6
175386	PUM3
175404	RPTOR
175413	SLC9A5
175415	TMEM95
175418	CENPP
175422	PRMT5
175425	ARRDC2
175426	BCORL1
175436	SFTPD
175442	TMEM14C
175443	METTL13
175461	MYOZ1
175469	THYN1
175472	NMNAT3
175473	PIH1D3
175485	PJA1
175486	ST8SIA3
175491	BRD2
175492	ATXN7
175499	PM20D2
175513	MED8
175514	AMTN
175521	TBCE
175527	JAK1
175533	ELF5
175556	UPP2
175560	LRRC18
175564	ARCN1
175569	TMC6
175573	APOC1
175587	ZNF337
175602	QDPR
175604	A4GALT
175622	CA10
175637	FOXP3
175647	SLC20A1
175657	GPRIN1
175663	TSSK2
175669	TOPORS
175672	DGCR6L
175675	MAPKAPK5
175688	HYI
175696	HEBP1
175705	TBC1D31
175715	SLC39A1
175721	SCGB2A1
175728	CYP4F12
175735	TTLL7
175741	SELPLG
175759	TRPM2
175766	RWDD4
175788	SORBS3
175789	SOGA1
175790	KCTD17
175795	SSH2
175800	SPN
175805	SLC2A12
175806	ARHGEF16
175815	WBSCR17
175816	RNPC3
175817	SUPT16H
175839	SLC50A1
175841	CNKSR1
175848	GINS4
175860	C6orf25
175863	ZNF77
175864	SLC35F6
175867	RPS17
175877	EPHA7
175882	PDE6G
175887	PLTP
175900	PGLS
175901	TBXAS1
175902	RAB40C
175904	TRIM47
175914	ZNF773
175937	RCVRN
175938	UBE2Q1
175957	KIAA0922
175960	TMEM196
175966	SMOC1
175969	PLCB3
175988	RPS2
176007	ORC4
176014	ASIC2
176026	MYLK3
176032	TM4SF1
176036	PARP10
176066	IFI44
176067	ASB5
176082	PLOD2
176083	SERINC2
176097	SLC25A12
176107	ADGRB1
176117	ZNF491
176124	KMT2D
176143	KLHL34
176146	CDC14A
176147	ADCY10
176148	CDH19
176153	TSPAN9
176158	SEPT1
176162	SOGA1
176165	ZNF202
176172	PLPPR3
176187	GP6
176188	GOLGA2
176191	PRAP1
176192	CDC26
176195	BOP1
176204	RPAP2
176213	CNPY4
176222	PLP2
176228	NDRG2
176231	LILRA5
176233	VPS11
176241	MYOD1
176248	HARS
176259	FICD
176265	S100A5
176266	CLCNKB
176279	PPP1R14A
176280	FAM114A1
176284	OR52I2
176286	ASPHD1
176287	MADD
176290	CFAP58
176291	KAT14
176301	TTPA
176304	PNMA3
176306	MIR1-1HG
176314	RAPSN
176321	TMEM151A
176322	NOTCH2NL
176329	COX18
176334	ZNF599
176352	SLC26A6
176362	KAT6A
176377	MYH7B
176378	CLNK
176382	MRPL10
176402	HNRNPAB
176404	ALS2CR12
176410	KXD1
176416	PPP2R5E
176420	SUPT3H
176429	CD163
176430	MRPL46
176436	CD5L
176437	PRM1
176440	OGFR
176449	UCMA
176456	SUFU
176460	DTNB
176466	ZNF219
176499	SNPH
176510	DOK3
176541	CCDC25
176542	VPS52
176550	KDM5C
176573	CCDC115
176580	CGGBP1
176584	MMP20
176590	ABHD16A
176591	C7orf49
176592	KIAA0232
176593	GRWD1
176596	DNMT3L
176598	MED16
176620	ZNF2
176622	RILPL2
176623	LAMB3
176624	DERL1
176640	EVPL
176645	CETN1
176646	LRRC43
176649	CEP126
176652	PDZRN4
176658	MGEA5
176665	ARMCX5
176675	RABL6
176679	LAMB2
176681	TEX264
176706	C10orf95
176714	KRT78
176727	TNPO1
176730	OR52I1
176736	SPATA3
176743	GYG2
176788	CDADC1
176789	OR4X2
176792	COL9A3
176798	TREM2
176810	ENPP6
176815	FEN1
176824	TRPM3
176827	ATP1A1
176828	GCKR
176832	SOX6
176841	SLC9A4
176856	CCNYL1
176882	TPH1
176886	INPP5D
176899	CXCL8
176933	RCAN2
176937	ZNF215
176952	WDR18
176962	CALB2
176965	GALNT18
176969	ALX1
176980	GORASP1
176983	HES1
176984	KIF7
176989	E2F7
177000	GSTO2
177011	OR2V2
177019	ITGAM
177026	APH1A
177035	CCT3
177043	ALG9
177046	RAET1G
177051	YEATS4
177055	TAF1
177061	TIMM50
177080	ADSSL1
177086	TSPYL2
177089	VDAC2
177090	RNF111
177094	DMRTA1
177098	SELT
177127	UBB
177128	DNAJC28
177129	CYP2F1
177130	PARP11
177137	OBP2B
177138	OBP2A
177141	CTIF
177142	GRK1
177144	IMPA2
177147	ZNF184
177176	CD200R1
177183	RMI1
177184	PTGDR2
177186	GJA9
177190	NRAP
177196	ACOT2
177198	PTMA
177207	CCS
177212	VPREB3
177216	CCDC129
177222	ZNF324
177223	TLDC1
177231	RAB3D
177238	LAPTM5
177240	HTATSF1
177241	VSIG2
177242	FAM109A
177244	OR1A2
177253	FAM63A
177272	ADAM23
177286	SCN7A
177287	LENEP
177289	GDAP1L1
177290	RTCB
177291	PFDN6
177302	SARS2
177308	SWT1
177316	BANF2
177334	PTPN11
177346	S1PR1
177348	SERPINA4
177349	C5AR2
177367	TSC22D1
177381	RGS6
177382	ARF5
177389	CXCL3
177393	SP3
177404	HMGB2
177405	SLAMF9
177407	TIA1
177410	SYT5
177412	PHLDB2
177413	DPYSL3
177416	MS4A5
177435	PLEKHH1
177441	MRPS27
177442	IFNA2
177445	IER5
177450	FAXC
177453	IFT46
177455	KIF18A
177465	PJA2
177467	ZBTB26
177472	ATP23
177490	CPSF3
177491	METAP2
177496	ZNF559
177512	RAB4B
177515	SEMA4F
177517	TBX22
177525	NUMB
177533	SLC22A25
177535	ACTN1
177538	IDS
177543	TNFSF13B
177547	ALDH2
177558	TMEM98
177566	RAB5A
177570	PRAC1
177578	OR2M3
177581	C1S
177585	RIN3
177586	SEMG2
177588	NR2C1
177599	PPIP5K1
177613	SSRP1
177615	NSMCE4A
177616	PIGG
177633	GPSM3
177636	BMP7
177639	GP1BB
177655	MGST3
177661	OPRK1
177666	IMP4
177687	ARL2BP
177707	GRAP
177710	GCGR
177717	PPCS
177719	PGS1
177734	SNX33
177738	GPATCH8
177741	NCAPH
177744	RHNO1
177749	TOP1MT
177753	PHB2
177757	EXOSC2
177764	PSMC3IP
177780	HSD17B13
177808	PHKG2
177811	E2F5
177814	SCN4B
177823	KLK8
177832	STMN3
177856	ZFAND3
177860	APOM
177864	IFI27L2
177868	CHMP4C
177871	MELTF
177872	YES1
177880	NR5A2
177900	MTX2
177907	NLRP7
177926	ZNF233
177950	C20orf141
177951	TEX30
177973	FILIP1L
177981	GIMAP5
177990	PARG
178007	ATP5L
178008	TMEM185A
178010	HK1
178029	CMA1
178031	TMEM40
178033	STK25
178041	TMIE
178043	PSPC1
178046	GLRA3
178047	GUCD1
178056	HIST1H4G
178062	MFSD13A
178063	SUCNR1
178067	FNDC3A
178077	NAP1L2
178078	TDGF1
178079	DET1
178083	PDE6H
178093	SEMA3D
178104	PMP22
178105	C10orf10
178112	SCAMP5
178121	GDA
178123	RAG2
178125	CMTM2
178131	CHMP1A
178133	NEMF
178135	DTWD2
178139	RGS19
178162	IL1RAPL1
178164	KDF1
178167	TNS3
178176	MAPKAPK2
178179	SEMA4B
178184	RAB26
178186	MFSD3
178187	EMC1
178191	NUMA1
178216	MYCN
178219	FAM105A
178221	KCNS2
178226	PRM3
178229	RANBP2
178232	RECQL4
178238	LMO4
178243	SPSB2
178244	THAP4
178275	ACSF3
178284	SLCO2A1
178298	MCFD2
178300	FSIP1
178301	CDK17
178306	CES3
178313	ETV4
178323	ASB2
178328	C8orf46
178330	FOXA1
178334	NUDT5
178353	MAGEA11
178355	CD8B
178360	EPAS1
178364	SCT
178372	SIMC1
178379	GLB1
178385	GPR19
178393	ZFYVE28
178408	PPP1R3D
178411	PAX1
178415	PDLIM3
178416	GLUD1
178419	FRMD1
178421	FOXRED1
178424	STK32B
178425	TCP10L
178497	IL37
178503	BPGM
178508	DEDD
178518	BIN1
178520	NPHP3
178523	SLC22A12
178526	PDIA6
178534	PSMD8
178564	B3GLCT
178569	GNG5
178575	NAXE
178580	RPL31
178585	VEPH1
178600	DNAJC14
178605	ARHGAP30
178610	CCDC38
178613	CACNG7
178622	TNS4
178637	FBXL7
178639	LRP10
178655	IL17RC
178656	POU2F2
178658	NEURL4
178671	UBL7
178673	TMEM129
178677	SELK
178683	TUBG1
178695	KIAA1328
178718	GIMAP6
178720	IGFBPL1
178728	KCNJ4
178729	NDEL1
178735	VPS13B
178744	SRPK3
178755	VRK1
178759	NRTN
178783	ERCC6L
178784	CDK5RAP1
178790	TNFRSF4
178796	CALML5
178803	PDLIM7
178804	PNPLA2
178805	LRFN2
178813	PITX1
178818	RRS1
178823	TMEM79
178824	ZNF226
178825	SGSH
178828	BCAM
178845	CD177
178857	PDZD7
178858	GNB2
178866	LRRC19
178868	BCL6B
178869	GPR135
178873	FAM181B
178884	PCSK5
178900	HOXC5
178904	YJEFN3
178907	ACAP3
178909	KPTN
178917	STMN1
178946	CD1A
178952	UPF2
178957	SPACA4
178974	WDR76
178980	FAM110A
178995	MRPS7
178998	TMEM45A
179003	EPRS
179008	RPL15
179010	HOXA5
179018	KAT6B
179020	WDR54
179021	MEF2C
179029	BCOR
179036	CLDN9
179037	ZNF473
179041	ZKSCAN3
179054	PRDX3
179056	NAGK
179061	FETUB
179065	TIMM8B
179073	HNRNPLL
179076	PRODH2
179081	MFSD4B
179084	ALPK1
179098	LYG1
179099	CDX4
179108	NRIP2
179110	RCC1
179123	DZIP1L
179124	ATXN3
179125	CDHR5
179130	RBBP5
179133	PON1
179141	INPP5K
179143	MCRS1
179145	IL17RC
179146	SHF
179147	HIST1H2AM
179149	HMOX2
179150	TNIP1
179159	IRX1
179164	TNFSF18
179179	BAIAP3
179190	DENND4C
179199	HES5
179213	NLGN3
179223	NTRK3
179226	SET
179237	EIF5A
179253	OR52R1
179254	SNX11
179268	USP18
179273	HCST
179286	SIX2
179287	TRMT44
179302	F2RL3
179303	POLA1
179318	KCNE4
179328	RUVBL1
179329	TYROBP
179368	PGGT1B
179370	TSPAN2
179398	CD69
179403	TIMD4
179404	BCAR3
179428	UNC13D
179438	ZC3H7B
179446	BNIP2
179451	TNFRSF19
179460	ISOC1
179468	GTPBP3
179484	NEK6
179489	AIF1L
179526	PNMAL1
179527	SIPA1L1
179534	WBSCR22
179538	TIMP3
179545	AES
179548	RFX3
179555	SLC2A8
179573	CCT2
179574	COX7A2L
179592	NHLH1
179599	OXCT2
179607	NAA35
179608	NAA50
179609	THG1L
179610	TROVE2
179616	RPE65
179628	EPX
179632	LMAN1
179645	TWISTNB
179647	ZNF597
179658	RBM41
179668	EMSY
179683	PSMA6
179687	ZNF442
179693	SNRNP35
179697	PKP1
179700	SLC1A4
179706	PI4KB
179709	MTERF4
179728	TOP1
179730	DIABLO
179739	ANKEF1
179746	CEP85
179748	CXorf38
179750	TDRKH
179765	DBF4B
179781	NLRC3
179788	ZNF566
179795	CBS
179796	TXN2
179802	NUDT6
179811	SLC13A3
179819	AKR7A3
179822	ZDHHC12
179827	ZFP36
179831	TMEM139
179834	NECTIN3
179835	GPR89B
179836	LGALS3
179837	DCP2
179855	RBM34
179860	TRMT10C
179862	KRI1
179869	SLC6A3
179870	SFXN3
179876	ZSCAN4
179882	RNF112
179899	CD47
179906	MSR1
179908	MRPL44
179911	SLAIN1
179914	ADPRHL2
179919	COQ4
179921	MROH9
179926	SIT1
179931	STX8
179932	MRPS22
179935	MAFF
179941	SIGLEC8
179962	PABPN1
179964	ADH7
179965	ACBD4
179966	RAMP1
179968	ZNF577
179970	DNAJB2
179975	SLC39A7
179985	RTN2
179986	LIG3
179991	AQP6
180013	ANKRD35
180026	TIGIT
180028	NDUFA7
180037	AIF1
180055	LAMC1
180057	WFDC10A
180058	PDGFRB
180063	CCT8L2
180064	BCL2
180066	TNNI1
180070	CDCA3
180071	C9orf3
180073	HTR3B
180086	ZDHHC11
180090	SLC35E4
180093	CDX1
180108	CCDC136
180115	CYP7A1
180118	ZMYND8
180122	RARG
180125	CCL25
180135	GNB3
180142	ANO7
180149	NLGN2
180157	PIK3R1
180173	POP5
180184	GMFG
180185	TMEM69
180186	MIS12
180191	TRIM23
180197	SUSD3
